id_EXIST,text,path_video,target,description,label
220684,"“adam & steve” clean the previously detected text by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information.  a lot of people say it's adam and eve, not adam and steve. i say to myself, i kind of wish it was steve, because i bet he wouldn't have been so dumb to talk to a snake. am i right, dudes? where my dudes at? where my dudes at? where my dudes at tonight? women are dumb. come on now! it's right there in the bible! i mean, hell, eve, did you even do a little bit of research? do the other animals talk? they don't? then something's up, girlfriend. something's up. steve wouldn't have fell for that. steve would have been like, what the hell is that? is that a talking snake? you get! you get! you get out of here! you get out of here! you get! you get out of here! get out of my yard!",videos/7046811491068185903.mp4,1,"A male comedian performs a stand-up routine joking that women are 'dumb' based on the biblical story of Eve talking to the snake, contrasting it with how a man ('Steve') would have reacted.",YES
220195,"the cwuis rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404
rock women and the biggest lion 404  heels. you ain't that tall. you got on makeup. your face don't look like that. you got a weave. your hair ain't that long. you got a wonder bra on. your titties ain't that long you got a wonder bra on your titties ain't that big everything about you is a lie and you expect me to tell the truth. fuck you.",videos/6906385040255618305.mp4,1,"A comedian jokes that women are the 'biggest liars' because they wear heels, makeup, weaves, and push-up bras, suggesting their appearance is entirely deceptive.",YES
220931," the best and worst thing about being a woman is that we run the world, but people still think it's a man's world. we are sneaky and manipulative, knowing how to control things without others realizing it. however, this behavior can also lead to false ideas about what we truly want. men don't always respect us, and we should be respected the way we deserve. some of us resort to selling our bodies on social media, but that doesn't mean we shouldn't be respected. in the end, it's important for both men and women to respect each other and not make assumptions based on gender.  what is the best and the worst thing about being a woman? who run the world? girls! well, we control the world. that's the best thing. the worst thing... real quick, if women control the world, why do so many people think it is a man's world? you know, we're sneaky and we're manipulative and we know how to control it without them knowing that we're controlling it. so, hmm. yeah, this is what happened. that type of behavior, like promoting limp behavior, gets these guys. and then we have a false idea of what they really want. i would say the worst thing is that men should be limps. it's like we don't respect you because you don't make any sense.",videos/7125549616447147270.mp4,1,"A woman being interviewed makes stereotypical claims about women being manipulative and controlling, while a male streamer reacts critically, linking these views to behaviors he deems disrespectful.",YES
220766,"women  hot_beverage  7a ok 7e ] d j ] 0 j j u kkkkkk 0 arkkkk 0. clean the previous text detected by removing repetitions, leaving the text, brief and essential, very clean and completely legible in english with all the information 

7a ok 7e ] d j ] 0 j j u k ar 0.  wow women.",videos/7074930560870780186.mp4,1,"The video shows a woman losing a game, followed by two animated men laughing and remarking 'Women', implying women are inherently bad at the game or that her loss is typical of women.",YES
220110,pura verdad flushed_face  this video is for feminism. boys suffer from more abuse and discrimination. monuments don't save lives. men have more privileges. we are all guilty of perpetuating sexism. the fight for equality is necessary. ,videos/6866413553855843586.mp4,1,"The video displays text overlays expressing anti-feminist sentiments, arguing that men suffer more abuse, that women have more privileges, and that the feminist fight is meaningless.",YES
220524,"reply to   frozen blue jello tutorial bevy blue jello, berry blue jello and violet jello mixed together with light corn syrup. pour the mixture into an empty bottle and let it sit overnight.  here's the blue one. oh my gosh. pour in light corn syrup. let's mix it all together. it's like genie in a bottle. chug, chug, chug, chug, chug, chug, chug. put it in an empty bottle. freeze it overnight. freeze it.",videos/6989026247544147206.mp4,0,"A woman demonstrates how to make a blue slushy drink using Jell-O powder, corn syrup, and an empty water bottle, then freezes it overnight.",NO
220125,"that first time around is a doozie. after knee surgery, your patient will be able to ride a bike for the first time.  oh",videos/6873128504850976006.mp4,0,A man uses a humorous filter to express shock or excitement while depicting a physical therapy patient's first full pedal rotation on an exercise bike after knee surgery.,NO
220241,"with          & body was perfect throughout the whole pregnancy, from week 12 to week 42. parker ann was born on 11/14/2020, weighing 8lbs 3oz.  ooh, that's a big cat. now, i ain't tellin' you, i know they sound the same. and, uh, it was the cat in the back, y'all. wait, 18, you still ain't showing heavy you got a little arch in your back now, i see that. okay, that stuff might be smoother than a bowling ball the way she rubbed. that baby gonna be tall, boy. kind of growing up, not out, you know what i'm saying? that might be a towel. okay, now she is getting heavy. you see how she coming a little slow? oh, no, no. howdy, baby. okay. okay, she's a present. okay okay oh, no, mama. hold up now. okay, okay, okay. week 40. oh, don't rock up out of there now. lord have mercy. week 42 is about to office a oh and her body still snitch law have mercy",videos/6920276326360321286.mp4,1,"A man comments approvingly on a woman's body as she shows its changes throughout her pregnancy week by week, ending with her holding her newborn.",YES
220750,"call me oscar cuz i’d be proud  face_exhaling  text 
dvt mox 49/jsl os/y n 645 ys m us jsol ox idox s9i jy5 m 729usnl io({29/140 j uo j ' othlsll ildy )ii; ivc j' juox 4199) jsll nx 0/ jsli j jloy ) huso oy/usl ny j {19/ jsm t y 19u jsi ioxsn tadx j { j  ~an2 tushl idy j' {19/0 oiswlonoye $ j 419) tsm4);m ""ox j ) iox j jus dlox 2) ) v;n4114; (y j o) jus mn7762 j o) busnpjox aob 94y119967 g !1oy j iví idy j (19/1j a9) niy jdy16,/ j 1.1j, 1.78} j l,m'"";%/ 801! oy {k1 ' '( wyjus j 1r 0 11iwy 1rnia9hisul no{ aoinl29) jak j woy5 ~; ""eh_ mnt 1n(4,th6' 7.

cleaned text  dvt mox 49/jsl os/y n 645 ys m us jsol ox idox s9i jy5 m 729usnl io({29/140 j uo j ' othlsll ildy )ii; ivc j' juox 4199) jsll nx 0/ jsli j jloy ) huso oy/usl ny j {19/ jsm t y 19u jsi ioxsn tadx j { j  ~an2 tushl idy j' {19/0 oiswlonoye $ j 419) tsm4);m ""ox j ) iox j jus dlox 2) ) v;n4114; (y j o) jus mn7762 j o) busnpjox aob 94y119967 g !1oy j iví idy j (19/1j a9  whoever made this a filter is an absolute menace to society. to society. pass. like, do you know how down horrendous you have to be to pass? to be using this filter and seriously be thinking, smush, i'd smush a million times, i promise! like, this is just, this is just fiend behavior. i'd pass. this is just, this is... what have we come to as a society? pass. what have we come to as a i mean really like really if you think if you think that these people are smash. and they're talking about some true names. smash again and again. you know what? she's rubber. she about to get this gum gum gatling.",videos/7069520666973719851.mp4,0,"A person uses a TikTok filter that displays female cartoon characters and vocally critiques the trend of judging them based on sexual attractiveness, deeming it problematic and a ""menace to society.""",YES
220370,"reply to   in due time. dannydorito23 reply to synx242321s comment  does little man know you're not his real dad?  for those of you who don't know, little man is not my biological son. now, i'm not trying to hide that from him, but he is three years old, so it's not like he's really going to understand the concept. i went through the same thing with my stepfather. so i 100% get it. but for right now, i'm just gonna let him worry about cheeseburgers and dinosaurs.",videos/6954397180337655045.mp4,0,"A man with dyed blue hair responds to a comment asking if his son knows he's not his biological father, explaining that the child is too young to understand.",NO
