id_EXIST,text,path_video,target,description,label
220210,"“i have used tampons larger than this...” try our one size fits all swimsuits!  oh, hell no. i have used tampons larger than this. i mean, i get it. so it's supposed to cover the nipple. but i mean, i think it should cover a little bit more than the nipple. this is one size fits all for like a toddler's convention. so i'm gonna go try this on. thank you very much. we'll see how this goes. i'm like almost 100% sure that this is like not youtube approved. ta-da! look, oh my god, the bottom is so small. this is the size of my bra, and this is the size of this swimsuit. i don't even have big boobs, but i feel uncomfortable. this is a tragedy.",videos/6911405589818117382.mp4,1,"Women of different body types try on a comically small ""one size fits all"" swimsuit, reacting with amusement and disbelief at how poorly it fits.",NO
220602," when you were 1 of 4 but the only girl, you were told you couldn't do that. but you, misssassydevil, were also defiant.  i can swear, i can joke, i say what's on my mind if i drink, if i smoke, i keep up with the guys",videos/7015017910733147397.mp4,1,"The video critiques sexism by showing a woman recounting being subjected to gender stereotypes (""you can't do that, you're a girl"") and expressing her defiance, accompanied by a song that challenges traditional female roles.",YES
220548,am i right or am i right? passport united states of america.  bitches will literally be going to like nashville and they're at the airport like,videos/6994831286594587909.mp4,0,A woman uses a derogatory term to criticize other women for posting photos of their passports when traveling domestically.,YES
220582," most men don't want to admit that they're in an abusive relationship. they describe the relationship and their girlfriend/wife using terms like emotional, controlling, bossy, domineering, and constant conflict. if you use words like this to describe your relationship, odds are you're being emotionally abused.  yes yes yes return it to me. oh my god. just know that i'm in it. here i am. return it to me. one second. return it to me.",videos/7010026421535919365.mp4,1,"This video suggests that men who are victims of abusive relationships often describe their female partners using stereotypical terms like 'crazy,' 'emotional,' or 'controlling,' rather than admitting they are being abused.",YES
220633,with  male action that shall not be told.  face_with_tears_of_joy  text  nicomedy ifik nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy nicomedy.  tell me something that men do that women don't notice. every guy knows what that side stuff was. every guy.,videos/7026412160989334830.mp4,1,"A woman asks what men do that women don't notice, and a man answers by demonstrating a 'side step' and stating all men understand what it is.",NO
220533,"de las mejores películas de la infancia. did you know that danny devito adopted mara wilson?  ¿sabías que danny devito adoptó a mara wilson? no la adoptó tal cual, recordemos que danny devito dirigió y protagonizó la película de matilda y él la cuidó en todo momento, tanto en grabaciones como fuera del set. la madre de la pequeña actriz fue detectada con cáncer de mama y al no poder cuidarla, danny y su esposa se ofrecieron a ayudarla durante su difícil situación familiar. hicieron un cine en casa, comían y jugaban con ella, la hacían sentir parte de su familia. luego de un largo y doloroso proceso, lamentablemente la madre falleció. amara le afectó que su madre no pudiera ver la película que estaba grabando, pues se trataba de la adaptación de un libro que ellas amaban, sin embargo, ellas no contaban con el gran corazón de dani. de vito fue personalmente al hospital días antes de que la madre feliciera, a mostrarle el primer corte sin editar, de hecho fue la primera en ver la película, al final del día danny fue el peor padre en pantalla pero el mejor en la vida real",videos/6991263720550829318.mp4,0,"A man narrates a story about Danny DeVito's kindness towards Mara Wilson during the filming of Matilda, specifically how he and his wife cared for her when her mother was terminally ill and showed her mother an early cut of the film before she passed away.",NO
220335,hack for the ladies did you know there are bathing suits you can tan through?  um wait my name um is yummy hello. yummy.,videos/6942593651692342533.mp4,0,"A woman unboxes and models a yellow bikini, showing that the fabric is semi-transparent.",NO
220759,"stop trying to make other peoples problems abt urself  neutral_face  ""did you consider how much it hurt me?"" - 'cryingandchaos  you",videos/7070804261596089601.mp4,0,"A young woman with dark hair and makeup looks at the camera with a neutral expression while text on the screen reads, 'yeah but did u think about how much it hurt ME?'",NO
220934,"omg  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing   brimley meanwhile, while we were caving and lost track of time, everyone in our hometown thought we were dead. they even called a rescue team from virginia to come save us. it was a scary experience, but we ended up having the time of our lives. time is relative, and it goes slower in lower altitudes. this would make for a funny movie plot - a family trying to coordinate a rescue while we're having the time of our lives.  all right. they even called a rescue team from virginia to come the comments. oh, he's probably out talking to others. it's very much giving dale and brendan from step brothers by heart. it's because time goes slower in lower altitudes. time is relative. this will be the funniest plot for a movie ever. family tries to coordinate a rescue and y'all are having the time of your life. i mean, just bros being bros. i've been playing like toddlers while everybody's crying.",videos/7126272062443769134.mp4,0,"A woman reacts with laughter to a TikTok story about two men who got lost caving, causing their families to think they were dead, while the men were actually just goofing off.",NO
220023,kis kiski bandi aisi h face_with_tears_of_joy  official 7022 piihu dl145 zzrò officialol145 ziò 02í 12s 452í8 3 @ official dl18 g4/ j #28 baíg 048 ,videos/6801556647903857922.mp4,0,"The video portrays a woman leaving one man for another who appears to have a better vehicle, and subsequently being rejected by the first man when he is later shown with an even more impressive vehicle, which can be interpreted as reinforcing a stereotype about women being materialistic.",YES
