id_EXIST,text,path_video,target,description,label
220311,"reply to reply to jerrmo's comment about false allegations and revenge  what if they are not true? what if she is ruining their lives out of spite? what if? macbook air.

he used a different word. macbook air.

and then he grabbed me on the inside of my thigh. macbook air.

at that moment, we were left alone and he picked me up. macbook air.

we found out later that the guard had a reputation. macbook air.

when he got up from my bed and left, my roommate rolled over and told me it happened to most of the girls. macbook air.

it was a second-year associate. macbook air.

he invited me to a strategy meeting in his hotel room. macbook air.

he answered the door in his bathrobe. macbook air.

we spent the evening insisting on working on the case. macbook air.

at that moment, we were left alone and he picked me up. macbook air.  he used a different word and then he grabbed me on the inside of my thigh. at that moment, we were left alone and he picked me up. he just picked me up he just picked me up and carried me behind the fence and he lay down on top of me and started to take my pants off. i fought and i fought, but he was 18 and i was 12. i found out later this guard had a reputation. when he got up from my bed and left, my roommate rolled over and told me it happened to most of the girls. i was his second year associate. he invited me to a strategy meeting in his hotel room. he answered the door in his bathrobe. i spent the evening insisting we work on the case. at the end of that year, i was let go. i had been babysitting for this family for i guess two years. he was my youth pastor. my second cousin. your honor, one will leave this one.",videos/6939640400336424198.mp4,1,A montage of women testifying in court about experiences of sexual harassment and assault.,YES
220204,"with ""ladies, don't embarrass us. take him to the barbershop with you. bad b*tch.""  if a dude take you in the barbershop with him, you a bad bitch. yo, my guy. what are you doing? right now, you're committing a war crime against guy mandy. because listen to me very carefully, now that they hear this, right, they're going to want to go to the barbershop, and when they go to the barbershop, right, they're going to be thinking, oh, i'm a bad bitch. i'm a bad bitch. when in reality, they're a sad bitch. okay? we don't bring y'all to the barbershop because we don't want y'all to embarrass us with our friends. then, okay, don't embarrass us with our friends. okay? our friends are going to look at you and laugh. they're going to clown us for weeks. we can't show up at the barbershop no more. we can't do that. okay? we're going to be looking rough for weeks because they're going to laugh at us don't do this ladies we beg you you don't want to embarrass us",videos/6910189069548932357.mp4,1,"The video features two men discussing why women shouldn't be taken to barbershops, with one arguing that women would embarrass them in front of their friends and are 'sad' if they think being there makes them 'bad.'",YES
220071,"today’s females got issues. i can't deal with today's women, especially with all the drama and social media clowning. it's not worth it to have to deal with your ex bringing up your friends in her messages. she misses you and wants you back, but you have to apologize first.  i'm not even gonna lie. i can't deal with females in this generation at all. i'm gonna tell you why. because when y'all break up, no matter who broke up with who, all hell breaks loose. first thing she do is get on social media. you't your dick weak your dick small your dick stank your breath stank you're broke you ain't got no money your car raggedy you drive your mama whip all day i i'm talking, she on your ass. and then she bring your homeboys into it. talk about some. they was in her dms the whole time we was together. because i sent them to see what you was going to do. and then after all that, she want to get back together. like, you not just call me names and say my dick was little and it stank and all that. i mean, i'm gonna come back and all, but can you at least apologize first? they kind of hurt my feelings a little bit.",videos/6842033977524604165.mp4,1,"A man complains about 'today's women', citing negative stereotypes about their behavior after a breakup.",YES
220816,"reply to   same goes with how reclaiming queer ancestral relationalities doesn’t mean people can’t be straight reply to zyloxxoo's comment ""white centered things"" lol how is saying monogamy doesn't automatically ipso facto mean colonialism white? i'm not white or cis het. the tenets of whiteness include binary and linear expression and thought, obsession with perfection, denial or dismissal of individuality, and an obsession with hierarchy and niceness over kindness. this is reflected in the inflation of productivity and the work of white individuals, while ignoring the work and contributions of bipoc community advocates. i refuse to cite non-melanated sources and instead choose to support and uplift the voices of bipoc individuals. join us next month on patreon as we dive deep into studying whiteness and actively work towards divesting from it.  so i don't know who needs to hear this, but like you can be perpetuating tenets of whiteness without being white yourself. so i'd say these comments are an example of binary thinking and linear expression of thought, which is a tenet of whiteness. you can follow this instagram page to learn more about that. so i never said anything equals anything. i'm simply calling out the logic of the binary thinking in your original comment. and so i think your original comment was white-centered because it didn't seem to be centering the people who are most marginalized within the polyamorous community who are trying to do the work to reclaim ancestral forms of relationalities that have been lost in our communities. so the alternative to binary thinking is starting to accept that multiple things can be true at once. so in this case, i can talk about the importance of reclaiming ancestral relationalities without saying that everybody needs to be doing that. i never said everyone needs to be doing that.",videos/7091873201776512298.mp4,0,"A person responds to a comment, explaining that perpetuating 'tenets of whiteness' like binary thinking isn't exclusive to white people and argues for centering marginalized experiences in discussions about relationship structures.",NO
220043," manspreading in the daily mail.  the advent of manspreading, what an extraordinary thing. it was actually the invention of this word that inspired me to stop calling myself a feminist, because i realised the ideology that i thought meant freedom and equality was actually just a load of rubbish that had been hijacked by idiots who make up words to prove their point. and look, to explain what manspreading is, it was explained to me originally as the theory that men sit with their legs far apart on public transport to sort of invade women's space and sort of stake their claim as part of the furniture, so to speak, and that it was a terribly sexist thing and designed to infringe on women's space. and now we know that's not the case. and i'm going to phrase this very delicately, peter, for this prime time slot. anyone with a basic knowledge of the human anatomy will know why gentlemen tend to sit with their legs slightly further apart than women do. it's...",videos/6821436083004263686.mp4,1,"A woman on a talk show critiques the concept of ""manspreading"" as a sexist act, attributing it to male anatomy and criticizing the feminist ideology she believes promotes such terms.",YES
220029," candrey81 put a ring on it so you can eat.  you really didn't make me no food. did you make me your wife? what the room and fuck this plate up. so baby, you trying to tell me you didn't really make me no food? no.",videos/6808596330760604933.mp4,0,"A woman implies she will only cook for the man questioning her if he proposes marriage, linking domestic duties to marital status.",YES
220445,"femeia... simplă creatură!  beaming_face_with_smiling_eyes  don't call her? wait for her to call you! when she's upset and leaves. when she's upset and leaves. follow her. don't push or hit her. don't push or hit her. don't let go! ask her what happened! she ignores you. she wants you to pay attention. see if she's about to cry. comfort her and tell her everything will be okay. tell her it's cold. tell her it's cold. hug her! tickle her. hug her too! look at her intently. tease her! show her you won't give up on her! show her you won't give up on her!  she doesn't call you. it's because she's waiting for you to call her. when she's mad and walks away, she wants you to follow her. she pushes you or hits you, grab her and don't let go. she is quiet. she wants you to ask her what is wrong. if she ignores you, she wants you to give her attention. when you see her getting ready to cry, hold her and tell her that everything's going to be okay. if she says it's cold, hug her tight. if she tickles you, tickle her back. if she stares at you, she wants you to kiss her. if looks like she's about to give up. say you will never let her go. her go.",videos/6969795347333926150.mp4,1,"The video lists stereotypical interpretations of women's actions and advises men on how to respond, often in ways that disregard boundaries or promote gender stereotypes.",YES
220133,"golddigger check! face_screaming_in_fear  did she pass?   hushed_face  your 2nd @ is not a golddigger  eyes  ""hey, how are you doing? i see you checking me out. this is my car right here, my own car. i got a rubicon wrangler. rubicon wrangler.""  hey, how you doing? hello. i see you checking me out. hey, what's up? this is my car right here i have my own car i got money come on come on!",videos/6879139227779550470.mp4,1,"A man tries to impress a woman walking by, first by saying she's checking him out, then by showing off his car and money, but she walks away unimpressed.",YES
220523,"""on the dyer?""  slightly_frowning_face  truth or drink with my  on youtube.com/cut stepdad and daughter play ""truth or drink"" game. they take turns asking each other personal questions and have the option to either answer truthfully or take a shot of alcohol. the game gets intense as they reveal hidden truths and secrets.  have you ever had sex in my house? yeah, take a drink. i knew that. oh, you already know the answer. oh yeah, i know the answer. i just want to hear the true answer to it. who was it? it was anthony. it was in the laundry room. on the dryer? no. no, it was just like in the laundry room and not back. the back area that i made for the kids to play in? yes. do you think your mother can do better than me? wife. gotta put the bass down in there, you know? i mean... this is no. that's a faulty question. i know the answer is no. like, i think you're great as you are, so i don't really know what could be better. i think she's happy and she's perfectly fine and she loves where she's at. so if she loves where she's at, then i love where she's at. that's cool. yeah. cool.",videos/6988129921063243013.mp4,0,"A stepdad and stepdaughter play a game of ""Truth or Drink,"" asking each other personal questions.",NO
220115,"i'm stronger than your boyfriend girls can't do press-ups. sarahvibes isn't able to do them either.  work it, make it, do it, make sense harder, better, faster, stronger.",videos/6868311865185848581.mp4,1,"A woman does press-ups with the caption ""Girls can't do press-ups"", challenging this stereotype.",YES
220047,"gold digger prank part 7 how about in my lamborghini?  hey, what's up? you wanna go get something to eat? no. hey, how about in my lamborghini, bro? okay. you're down? yeah. hey, hold up. nah, nah, nah. you're a gold digger. heck no. get out of here with that. i'm out of here with that i'm out of here",videos/6827644014846676229.mp4,1,"A man asks a woman out, she declines, he then offers to take her in his Lamborghini, she agrees, and he then calls her a gold digger and leaves.",YES
220906,"this was my best bath yet and i was listening to fetch the bolt cutter on repeat brain no thinky, holy shit i love not being a man. no thinky, holy shit i love not being a man. holy shit, love not being a man. thinky, holy shit, love not being a man. them. d. o7 8. oag 7baun. 2234 gvur 9 388 0 08 7. uo 0 bag 52 740797244 70941 onv sn na 4oo uaao14i 298  pbath bag 228; 2 jovyd 74 80"" 3 8 0 59 aonv aquoh sn ona 1ov{ 2 06oo suoosoui 3coy 602 '06ubath bag 82. these are the best. yan3gwaft2 rugvaj? coaisthese are the best. dy1. bathese are the best. 0y. 86ijoo these are the best. twinings e100 these are the best. 046 twiningeface mask. no thinky* xx x face mask. '_no_thinky x arface mask. mask. ooo' no_thinky brain_no_thinky. great shot alice.  women like you yet another woman to whom i won't get through my nation's on the loon effect on the parallax view more keeps turning out more and more good women like you yet another woman to whom i won't give ladies, ladies, ladies, ladies take it easy, when he leaves me, please be my guest do whatever i might have left in his kitchen cupboard",videos/7120201478320442625.mp4,0,"A person with long nails performs a self-care routine including picking flowers, preparing a bath with flowers and other ingredients, eating candy, and making/applying a face mask, accompanied by text expressing enjoyment of not being a man.",NO
220366,"reply to why is intersectional feminism necessary? white feminism has become the face of the movement, drowning out the experiences of women of different identities. achieving intersectionality is not that hard  examine your privilege, uplift/support/listen to those with less power.  realize y'all were ready for this conversation but if y'all are ready let's have it. disclaimer, i am not attacking taylor swift in this. she's just an example of a larger problem. so how do we achieve intersectionality and feminism and combat white feminism? so in the first video i was kind of identifying what white feminism is. it is only seeing feminism through the lens of being a white middle class or so the term intersectionality itself was actually coined by civil rights activist and professor kimberly crenshaw. highly recommend reading her book, seeing race again and critical race theory for more. she discusses how specifically black women experience discrimination through gender and race and it collides in a very complicated way. and she discusses how it's very important to recognize that the inequality white women face is not what gender inequality looks like for all women. so achieving intersectionality may seem really daunting but it's not. all it takes is listening and examining your privilege. examining",videos/6954104977220586757.mp4,1,"A woman explains why intersectional feminism is necessary, critiquing 'white feminism' for not recognizing the unique experiences of marginalized women.",YES
220457,"let me know in the comments! i accept all ofc <3 (i’m bi) lgbtq  i hate you!
lesbian  oh well, next time don't steal my monopoly.
transgender  ariana, give james your $200. you landed on his property.
asexual  no, he's in jail. i'm not giving money to a criminal.
gay  that's not how you play!
non-binary  mommy, why is brother screaming?
omnisexual  stfu sally, you don't get to talk after stealing my last railroad!
pansexual  i wish i was never born.
non-gender  me too.
genderfluid  you think i wanted this?
polysexual  ahhhahhhhh.  i hate you! oh! well, next time, don't steal my monopoly! ariana, give james your $200. you landed on his property. no! he's in jail! i'm not going to give money to a criminal! that's not how you... mommy, why is brother screaming? shut the f*** up, sally. you don't get to talk after stealing my last railroad. i wish i was never born! me too! you think i wanted this?",videos/6972226170666421510.mp4,0,"The video assigns lines from a comedic audio skit about a Monopoly game to different sexualities and gender identities, with a color-changing LED light strip in the background.",NO
220107,"angry cosplayers have entered the chat it's bad when cosplayers mock you.  sounds like it sucks. he can't even bait a hook. he can't even skim a bug. he don't know who jack daniels is. ain't ever covered, so no sound.",videos/6865721710331628805.mp4,0,"A TikTok video shows several cosplayers dancing to a country song while a man reacts in the foreground, with text overlay reading 'You know its bad when the cosplayers make fun of you'.",NO
