prob_class_0,prob_class_1,predicted_label,true_label,path
0.42429677,0.5757032,1,0,videos/6887902472422083841.mp4
0.4518736,0.54812646,1,1,videos/7113307992346365190.mp4
0.43637502,0.56362504,1,1,videos/6933674048585010437.mp4
0.45094576,0.54905427,1,0,videos/6898524793121869061.mp4
0.3482236,0.6517764,1,1,videos/7004956639262543109.mp4
0.4144273,0.58557266,1,0,videos/6991783325190966533.mp4
0.46536058,0.5346394,1,0,videos/6963323211740155141.mp4
0.4489342,0.5510658,1,1,videos/6868311865185848581.mp4
0.51470524,0.4852948,0,0,videos/6989661896664157445.mp4
0.49955672,0.50044334,1,0,videos/6931726886422793473.mp4
0.507163,0.492837,0,0,videos/6934322858030075141.mp4
0.48186815,0.51813185,1,0,videos/7022509769390836993.mp4
0.51548076,0.48451927,0,1,videos/6865913390347455750.mp4
0.51620716,0.4837928,0,0,videos/6884830096608283909.mp4
0.5050188,0.4949812,0,1,videos/6890604308119817473.mp4
0.36324233,0.63675773,1,1,videos/6941848941067603206.mp4
0.58070403,0.419296,0,0,videos/7039553244821081349.mp4
0.42902935,0.57097065,1,1,videos/6947859877536566533.mp4
0.57137734,0.42862266,0,1,videos/7047716376060103983.mp4
0.58779335,0.41220665,0,1,videos/7114172233555135786.mp4
0.57784617,0.42215386,0,0,videos/6954113509219126533.mp4
0.4160865,0.5839135,1,1,videos/7127603784678657285.mp4
0.5723071,0.4276929,0,1,videos/6854992586470509830.mp4
0.5760941,0.4239059,0,0,videos/7109215731539119366.mp4
0.579102,0.42089805,0,0,videos/7099824919382330629.mp4
0.5874214,0.4125786,0,1,videos/6828214342043831558.mp4
0.59198135,0.40801865,0,1,videos/6863537738029845762.mp4
0.59982216,0.40017787,0,0,videos/7022662747036978438.mp4
0.59940946,0.4005906,0,0,videos/6965124880673099013.mp4
0.6076426,0.39235744,0,0,videos/6989238474301918469.mp4
0.57924575,0.42075422,0,0,videos/6967064079147994373.mp4
0.26817152,0.73182845,1,0,videos/6863304863132962050.mp4
0.6094646,0.39053538,0,0,videos/6911964800297782529.mp4
0.62028664,0.37971336,0,0,videos/6896630856392232198.mp4
0.63057745,0.3694226,0,0,videos/6967676754240507141.mp4
0.42451322,0.5754868,1,0,videos/7131104517038345518.mp4
0.4871754,0.51282465,1,0,videos/6950652728586685702.mp4
0.56004655,0.43995345,0,0,videos/6950614444946771205.mp4
0.6027418,0.3972582,0,0,videos/6857220625258351877.mp4
0.63454,0.36545995,0,1,videos/7103288292765912366.mp4
0.64529556,0.35470444,0,1,videos/6879139227779550470.mp4
0.6547704,0.3452296,0,1,videos/7043845930432466182.mp4
0.6330846,0.36691543,0,0,videos/6946611881943616773.mp4
0.6243893,0.3756107,0,0,videos/7093750778531384622.mp4
0.5110184,0.48898157,0,1,videos/6974157641085930757.mp4
0.6218818,0.3781182,0,0,videos/7047491109685169413.mp4
0.63055927,0.36944073,0,0,videos/6983019572974734598.mp4
