prob_class_0,prob_class_1,predicted_label,true_label,path
0.44830036,0.5516997,1,0,videos/6961855312857025797.mp4
0.5761887,0.42381135,0,1,videos/6889902488212737281.mp4
0.5570421,0.44295785,0,1,videos/6866452515425144070.mp4
0.4890352,0.5109648,1,1,videos/6863510213161405702.mp4
0.3447539,0.6552461,1,1,videos/6959585575091604742.mp4
0.5752136,0.42478636,0,1,videos/6842033977524604165.mp4
0.3893687,0.6106313,1,1,videos/7140995529512717573.mp4
0.4755961,0.52440387,1,0,videos/6794883578778946822.mp4
0.48078376,0.51921624,1,1,videos/6927801009603448070.mp4
0.5323762,0.46762374,0,0,videos/7085900009283226926.mp4
0.36077186,0.6392281,1,1,videos/6802244300307434757.mp4
0.4152767,0.5847233,1,1,videos/7039365996053794053.mp4
0.4711635,0.5288364,1,1,videos/7084069820978695470.mp4
0.5700013,0.42999873,0,0,videos/7118761621161331974.mp4
0.53647655,0.46352342,0,0,videos/7105308354762870021.mp4
0.426931,0.573069,1,0,videos/6793033398706277637.mp4
0.51455337,0.4854466,0,0,videos/7115746083317239066.mp4
0.50058526,0.49941474,0,1,videos/7087788763094600962.mp4
0.33289263,0.66710734,1,0,videos/6954113509219126533.mp4
0.44366896,0.5563311,1,0,videos/7119301365460978971.mp4
0.69008076,0.30991927,0,1,videos/7017599981477481734.mp4
0.56805784,0.4319422,0,0,videos/7000728684323687686.mp4
0.44208717,0.5579128,1,1,videos/6863537738029845762.mp4
0.29378963,0.7062104,1,1,videos/7023709117659286790.mp4
0.4479015,0.5520985,1,0,videos/7124422632522517803.mp4
0.435383,0.564617,1,1,videos/7052071915871063302.mp4
0.47789133,0.5221087,1,1,videos/6784981075325160710.mp4
0.47054857,0.5294515,1,1,videos/7122525478585437486.mp4
0.48057014,0.51942986,1,0,videos/6961695133238693125.mp4
0.57943714,0.42056286,0,0,videos/6928165025538379013.mp4
0.4204571,0.57954293,1,0,videos/6898413727767383301.mp4
0.5081765,0.4918235,0,0,videos/6901034804662308097.mp4
0.39378574,0.6062142,1,0,videos/7099866647367781674.mp4
0.63333356,0.3666664,0,0,videos/6989026247544147206.mp4
0.5207979,0.47920203,0,1,videos/7061723251768036654.mp4
0.33702892,0.66297114,1,1,videos/6969074020645997830.mp4
0.41385147,0.5861485,1,1,videos/7014373918865706246.mp4
0.48066702,0.519333,1,0,videos/6912840520943389954.mp4
0.5322528,0.46774724,0,0,videos/7010140169827306757.mp4
0.4579362,0.5420638,1,0,videos/6941869151111662854.mp4
0.4535779,0.54642206,1,1,videos/6982190863724170502.mp4
0.50798553,0.4920145,0,0,videos/6817935632141257989.mp4
0.679718,0.32028195,0,0,videos/7121744923082313006.mp4
0.41579804,0.584202,1,1,videos/6954104977220586757.mp4
0.41100422,0.58899575,1,0,videos/6887902472422083841.mp4
0.36879063,0.6312094,1,0,videos/6884830096608283909.mp4
0.47021103,0.529789,1,0,videos/6935226315855432965.mp4
0.45347685,0.54652315,1,0,videos/6923610478140869893.mp4
0.5647081,0.43529192,0,0,videos/6935039587190344965.mp4
0.3875543,0.6124457,1,0,videos/6935218591516216582.mp4
0.3984593,0.60154074,1,1,videos/7067929534883990830.mp4
0.44761446,0.5523855,1,0,videos/7143064884786236677.mp4
0.49749535,0.50250465,1,0,videos/7056124296086801670.mp4
0.5192201,0.4807799,0,1,videos/6903060849632611585.mp4
0.5327371,0.4672629,0,1,videos/7114172233555135786.mp4
0.47227922,0.52772075,1,1,videos/7132986111026105646.mp4
0.48384938,0.51615065,1,0,videos/6989238474301918469.mp4
0.44126636,0.55873364,1,1,videos/7134215563517201707.mp4
0.54812175,0.45187822,0,0,videos/6862694704379661573.mp4
0.43941972,0.5605803,1,1,videos/6816131905885408518.mp4
0.47365957,0.5263405,1,1,videos/7104038080046320938.mp4
0.4324363,0.5675637,1,0,videos/7055930076533148955.mp4
0.44919622,0.5508038,1,1,videos/6941524281457265926.mp4
0.52777714,0.4722229,0,1,videos/6905836357629824262.mp4
0.41206598,0.58793396,1,0,videos/7049740942215220527.mp4
0.55132055,0.44867942,0,0,videos/6978707105461062918.mp4
0.4682257,0.53177434,1,0,videos/6911111891586649350.mp4
0.54688984,0.45311016,0,0,videos/7036427843445869830.mp4
0.38503787,0.6149621,1,1,videos/7078721347840527658.mp4
0.6625857,0.33741435,0,0,videos/6928920963400748294.mp4
0.45617858,0.5438214,1,0,videos/6964741888352029958.mp4
0.33800772,0.6619923,1,0,videos/6962741858590100741.mp4
0.63858515,0.36141482,0,1,videos/7044276361988607278.mp4
0.2944484,0.70555156,1,0,videos/7036647085478841606.mp4
0.37202975,0.6279703,1,0,videos/6972310109175303430.mp4
0.48810685,0.51189315,1,0,videos/6987866527894686981.mp4
0.41274476,0.58725524,1,0,videos/6937118812529577222.mp4
0.5998089,0.40019116,0,0,videos/6803837437287173382.mp4
0.5070447,0.4929553,0,1,videos/6851707943579028741.mp4
0.53434175,0.46565822,0,0,videos/7125542687880613125.mp4
0.29800335,0.7019966,1,0,videos/7003371707071253765.mp4
0.7466689,0.25333112,0,0,videos/7105586824223083822.mp4
0.46529523,0.5347048,1,0,videos/7103626381828852998.mp4
0.3869064,0.6130936,1,1,videos/7010984675262860550.mp4
0.40460065,0.5953994,1,0,videos/6991866389439008005.mp4
0.4763726,0.5236274,1,1,videos/7027226895741701382.mp4
0.5676943,0.4323057,0,0,videos/7069520666973719851.mp4
0.5152795,0.48472047,0,1,videos/6903224967102582022.mp4
0.60924023,0.39075977,0,0,videos/7031498332455406853.mp4
0.527221,0.47277904,0,1,videos/6935227018007137541.mp4
0.3208713,0.67912865,1,1,videos/6963168165673192709.mp4
0.45084104,0.54915893,1,0,videos/6922190046648945925.mp4
0.6627038,0.33729625,0,0,videos/7114077855985716526.mp4
0.45158646,0.5484135,1,1,videos/6943217682086956294.mp4
0.37554643,0.62445354,1,1,videos/6903507393443810562.mp4
0.4916873,0.5083127,1,0,videos/6896630856392232198.mp4
0.40045628,0.5995437,1,0,videos/6892201824372247809.mp4
0.34414274,0.65585726,1,0,videos/7080567275857677611.mp4
0.3051772,0.6948228,1,0,videos/7002683011934276869.mp4
0.6462463,0.35375366,0,0,videos/6957731202300202245.mp4
0.5690451,0.43095487,0,0,videos/7081338562079116586.mp4
0.7557597,0.24424022,0,0,videos/6968948923050249477.mp4
0.42241272,0.5775873,1,1,videos/6869102268143127814.mp4
0.40535218,0.5946478,1,0,videos/7124923800503848238.mp4
0.5640374,0.43596262,0,0,videos/7022509769390836993.mp4
0.45524356,0.5447565,1,1,videos/7020605795796520197.mp4
0.50091577,0.49908426,0,0,videos/7136932662316387627.mp4
0.40099278,0.59900725,1,0,videos/7067285853734980910.mp4
0.44493702,0.555063,1,1,videos/7136981173691010350.mp4
0.60759866,0.3924013,0,1,videos/6974197940147571974.mp4
0.60724396,0.39275607,0,1,videos/6828690308549643526.mp4
0.34507504,0.654925,1,0,videos/6881289051626933510.mp4
0.69515234,0.3048476,0,0,videos/6854402335272094981.mp4
0.48329908,0.516701,1,1,videos/6838632818923277573.mp4
0.54463786,0.4553621,0,1,videos/7052491686819401007.mp4
0.55638725,0.44361272,0,1,videos/6934922064394587398.mp4
0.41568288,0.58431715,1,0,videos/6948540307113921797.mp4
0.4818247,0.5181753,1,1,videos/7082086675517541678.mp4
0.5223007,0.47769925,0,1,videos/7121382829295963438.mp4
0.24332266,0.7566773,1,0,videos/6873128504850976006.mp4
0.6129369,0.38706312,0,1,videos/7090966667919953153.mp4
0.5899763,0.41002366,0,1,videos/7135125314274856235.mp4
0.27212572,0.7278742,1,1,videos/6855638771388419334.mp4
0.54089546,0.45910457,0,1,videos/6925821019433225478.mp4
0.51443005,0.48556995,0,0,videos/6993507751200656646.mp4
0.6795177,0.32048228,0,0,videos/6917830289716743430.mp4
0.45687914,0.54312086,1,0,videos/6892168391939886342.mp4
0.31009558,0.68990445,1,1,videos/7090993471183539498.mp4
0.56128407,0.4387159,0,0,videos/7097021280775441669.mp4
0.41519988,0.5848001,1,1,videos/6963686424298261766.mp4
0.60107565,0.3989244,0,1,videos/7047855676806139141.mp4
0.47692975,0.5230702,1,1,videos/7036899121772465413.mp4
0.49383813,0.5061619,1,1,videos/6962382682248482053.mp4
0.42625737,0.5737426,1,1,videos/7048519039622221102.mp4
0.5233387,0.47666132,0,0,videos/7035573132245175553.mp4
0.47204167,0.5279584,1,0,videos/7124417254095146286.mp4
0.5779976,0.42200238,0,0,videos/7085361753281875242.mp4
0.3655127,0.63448733,1,1,videos/6939640400336424198.mp4
0.6827853,0.3172147,0,1,videos/6962759769891278082.mp4
0.5433656,0.4566344,0,0,videos/7136630573975555333.mp4
0.25149122,0.74850875,1,1,videos/6896249977417370881.mp4
0.36214373,0.6378563,1,0,videos/6984518089740176645.mp4
0.38824946,0.6117505,1,1,videos/6925626617846926597.mp4
0.7744643,0.22553568,0,0,videos/7124638651597753605.mp4
0.66354775,0.33645225,0,1,videos/6869551964682816773.mp4
0.48199746,0.51800257,1,0,videos/6906642766097321221.mp4
0.43818375,0.5618162,1,1,videos/7095489710986087685.mp4
0.4562605,0.54373944,1,0,videos/7133427230398647598.mp4
0.42378265,0.57621735,1,1,videos/6854992586470509830.mp4
0.53023684,0.46976316,0,0,videos/7098956543315430702.mp4
0.41773188,0.58226806,1,1,videos/7133011511856942379.mp4
0.5763152,0.4236848,0,1,videos/7057578862066093358.mp4
0.4423376,0.5576624,1,0,videos/6850255790058605829.mp4
0.5249369,0.47506315,0,0,videos/7017154046821715206.mp4
0.34554595,0.6544541,1,1,videos/7073501657564253482.mp4
0.5177226,0.4822774,0,1,videos/6906961576868236549.mp4
0.5548362,0.4451638,0,0,videos/7099968753181543726.mp4
0.56845045,0.43154955,0,1,videos/7008271131165674757.mp4
0.38424963,0.6157504,1,0,videos/6908368446942137606.mp4
0.6434962,0.3565038,0,0,videos/6969369494087060742.mp4
0.41748193,0.5825181,1,0,videos/7116934605390974254.mp4
0.63783926,0.36216074,0,1,videos/6955233721289166086.mp4
0.50438493,0.49561507,0,1,videos/6938718844034895110.mp4
0.6214892,0.37851077,0,0,videos/7128073972721126702.mp4
0.5461103,0.45388973,0,1,videos/7029878726787599662.mp4
0.3849031,0.6150969,1,0,videos/6931726886422793473.mp4
0.37014306,0.6298569,1,0,videos/6954397180337655045.mp4
0.5035748,0.49642527,0,0,videos/6945634615730179333.mp4
0.53661644,0.46338362,0,0,videos/7088297406810311941.mp4
0.5649462,0.43505377,0,0,videos/7068740984762404138.mp4
0.52424896,0.475751,0,0,videos/6928441842862165254.mp4
0.41392487,0.5860751,1,0,videos/6989661896664157445.mp4
0.49381825,0.5061818,1,1,videos/7050112384371002671.mp4
0.41907924,0.58092076,1,0,videos/6998104148394790145.mp4
0.4726302,0.5273698,1,1,videos/6942246705358310661.mp4
0.5346998,0.46530023,0,1,videos/7140325874414406918.mp4
0.52686226,0.4731378,0,1,videos/7133160071940394245.mp4
0.47368404,0.526316,1,1,videos/6898432132130098434.mp4
0.5238526,0.47614738,0,1,videos/6821391213699124486.mp4
0.61549217,0.38450786,0,1,videos/6862490918713330949.mp4
0.49638292,0.5036171,1,0,videos/7017130531305360645.mp4
0.47025257,0.5297474,1,1,videos/6941848941067603206.mp4
0.56295156,0.43704847,0,1,videos/7038694670834224389.mp4
0.32600495,0.6739951,1,0,videos/6962316625039133957.mp4
0.63301843,0.36698163,0,1,videos/7139012247875112235.mp4
0.38432714,0.6156729,1,0,videos/7135308751090847022.mp4
0.62204117,0.3779588,0,0,videos/7037551578865339653.mp4
0.37403086,0.6259692,1,1,videos/6938861267746573573.mp4
0.4326323,0.5673677,1,1,videos/7041569616254012677.mp4
0.55445164,0.44554833,0,0,videos/6958892877694995718.mp4
0.6835199,0.31648007,0,1,videos/7096135916544167211.mp4
0.34239307,0.65760696,1,1,videos/6989299791121403141.mp4
0.37225506,0.6277449,1,1,videos/7000810036326878470.mp4
0.61253166,0.38746837,0,0,videos/6830867058629070085.mp4
0.34685478,0.65314525,1,0,videos/7067715837255470383.mp4
0.6315033,0.36849675,0,0,videos/7102184257518505262.mp4
0.48199844,0.51800156,1,1,videos/6941946004417547526.mp4
0.61730295,0.38269702,0,0,videos/7141833238292581634.mp4
0.48368376,0.51631624,1,0,videos/6974785978963627269.mp4
0.48266554,0.5173345,1,0,videos/6979219805903621382.mp4
0.72661716,0.27338284,0,0,videos/6817559737442290949.mp4
0.48533157,0.51466846,1,0,videos/6966599485824814341.mp4
0.35093898,0.649061,1,0,videos/6948077712376401158.mp4
0.4242179,0.57578206,1,0,videos/6950652728586685702.mp4
0.5422322,0.4577678,0,0,videos/6848327008758385926.mp4
0.49621144,0.5037886,1,1,videos/7135475454768631045.mp4
0.48559558,0.5144044,1,0,videos/7039553244821081349.mp4
0.47860202,0.521398,1,0,videos/7131104517038345518.mp4
0.6756072,0.32439283,0,1,videos/6984367789788253446.mp4
0.5464685,0.45353153,0,1,videos/6896141785765104898.mp4
0.2501118,0.74988824,1,1,videos/6970874454901640453.mp4
0.5833411,0.41665888,0,0,videos/6869100546947566854.mp4
0.449439,0.550561,1,0,videos/7091873201776512298.mp4
0.38577121,0.6142287,1,1,videos/7063162042810780934.mp4
0.45227838,0.5477217,1,1,videos/6961142391147351302.mp4
0.6553,0.34469995,0,0,videos/6865721710331628805.mp4
0.59069115,0.40930885,0,1,videos/6984935999163960582.mp4
0.37916782,0.62083215,1,0,videos/7054255910536973574.mp4
0.47128493,0.5287151,1,1,videos/6884942741575339266.mp4
0.6827376,0.31726238,0,0,videos/7133253657574788358.mp4
0.36230174,0.63769823,1,1,videos/6944340312244358406.mp4
0.26768038,0.7323196,1,0,videos/6921959901178678534.mp4
0.7301279,0.2698721,0,1,videos/7074930560870780186.mp4
0.5390072,0.4609928,0,1,videos/6919071890279533826.mp4
0.39492604,0.605074,1,0,videos/7052572943271857454.mp4
0.403058,0.596942,1,1,videos/7085003283508776238.mp4
0.5953016,0.40469837,0,0,videos/6956932730659572997.mp4
0.6486053,0.35139474,0,0,videos/7097436875777953025.mp4
0.5271986,0.47280136,0,0,videos/6974826912141069573.mp4
0.38317275,0.61682725,1,0,videos/6724072000509185286.mp4
0.5262538,0.47374615,0,1,videos/6978886564566928646.mp4
0.5652232,0.4347768,0,0,videos/6967124957029551366.mp4
0.64945966,0.3505403,0,0,videos/6889543947102801157.mp4
0.6760731,0.3239269,0,0,videos/7060020436330958081.mp4
0.62426996,0.37573007,0,0,videos/7116551346769104170.mp4
0.38170347,0.6182965,1,1,videos/6923294237580610822.mp4
0.29533854,0.7046615,1,1,videos/6876237829119249666.mp4
0.61675143,0.38324854,0,1,videos/6890604308119817473.mp4
0.36393043,0.6360696,1,1,videos/7021235848553188614.mp4
0.40743884,0.5925612,1,1,videos/6910189069548932357.mp4
0.524185,0.47581497,0,1,videos/7120478459419249966.mp4
0.4719703,0.52802974,1,0,videos/7010548402928864518.mp4
0.54848546,0.45151454,0,1,videos/7134691379866864901.mp4
0.4943932,0.50560683,1,0,videos/6993270591373528325.mp4
0.5257124,0.47428763,0,0,videos/6965586164887702790.mp4
0.7022627,0.29773727,0,1,videos/7071293106141957382.mp4
0.34933734,0.6506626,1,1,videos/7025324608630852870.mp4
0.44628018,0.5537198,1,1,videos/7088713277949234437.mp4
0.506091,0.49390897,0,0,videos/7042114078965353733.mp4
0.5586198,0.4413802,0,1,videos/6924799416117267718.mp4
0.40635937,0.59364057,1,0,videos/6863304863132962050.mp4
0.5775032,0.42249686,0,0,videos/7125562649277992238.mp4
0.36394063,0.6360594,1,0,videos/6981141872332836101.mp4
0.703056,0.29694405,0,0,videos/6939980533044759813.mp4
0.5259843,0.4740157,0,0,videos/6789725881045683461.mp4
0.4286665,0.5713335,1,0,videos/6991938972410744069.mp4
0.3093288,0.6906712,1,0,videos/7043429419641343238.mp4
0.6909361,0.30906397,0,0,videos/6940598007675030790.mp4
0.6012479,0.39875212,0,1,videos/6983823908126379266.mp4
0.54961944,0.4503806,0,0,videos/7026363074940521734.mp4
0.50790924,0.4920907,0,1,videos/6959010754309655813.mp4
0.59071636,0.40928367,0,0,videos/6895161636441640197.mp4
0.42823604,0.571764,1,1,videos/6957481796338601221.mp4
0.38755408,0.6124459,1,1,videos/7022340756807650565.mp4
0.41425902,0.585741,1,0,videos/7006080390800657669.mp4
0.5342308,0.46576914,0,0,videos/6865375167904861445.mp4
0.4981279,0.5018721,1,1,videos/6920327322679692545.mp4
0.5601999,0.43980008,0,0,videos/7139286630795463979.mp4
0.4144,0.58559996,1,1,videos/7069754933708361003.mp4
0.5251537,0.4748463,0,1,videos/6914742205697592582.mp4
0.623278,0.376722,0,1,videos/7125549616447147270.mp4
0.49351406,0.50648594,1,1,videos/7116141130684599598.mp4
0.5102255,0.4897745,0,0,videos/7056362059893591298.mp4
0.46460855,0.5353914,1,0,videos/7022428815448149254.mp4
0.63006014,0.36993986,0,0,videos/7026869904078949638.mp4
0.501574,0.49842605,0,0,videos/6934908622656802053.mp4
0.5209862,0.47901386,0,0,videos/6975020314237390086.mp4
0.59977156,0.4002284,0,0,videos/6872831924063292678.mp4
0.4326,0.5674,1,1,videos/6978836546979958021.mp4
0.43428096,0.565719,1,0,videos/6951054181834706182.mp4
0.51774675,0.4822533,0,1,videos/6868311865185848581.mp4
0.6704274,0.32957265,0,0,videos/7071293597764619562.mp4
0.6918547,0.30814534,0,1,videos/6935046770778967302.mp4
0.53766245,0.46233755,0,0,videos/7013588345372544261.mp4
0.55787885,0.44212115,0,1,videos/7014184212785892614.mp4
0.33749655,0.6625034,1,0,videos/6993034138521455878.mp4
0.44505492,0.55494505,1,0,videos/7138375471149927685.mp4
0.3393432,0.6606568,1,1,videos/6831212914658135301.mp4
0.3857428,0.61425716,1,1,videos/6836513130990931205.mp4
0.6281932,0.37180683,0,0,videos/7047184533287963950.mp4
0.6562116,0.34378833,0,0,videos/7120201478320442625.mp4
0.5450423,0.45495772,0,0,videos/6924104856286268677.mp4
0.40900868,0.5909913,1,0,videos/6989324712656555269.mp4
0.4421029,0.5578971,1,0,videos/6980972263038323969.mp4
0.4791056,0.5208944,1,0,videos/7111378907231767814.mp4
0.5246235,0.47537655,0,0,videos/7093750778531384622.mp4
0.6126366,0.3873634,0,0,videos/7106090602324004142.mp4
0.56982905,0.43017095,0,0,videos/6862728291715992834.mp4
0.3505238,0.64947623,1,1,videos/7076251693754699051.mp4
0.44617707,0.55382293,1,1,videos/6914384218617335045.mp4
0.48684323,0.5131568,1,1,videos/7036263625375468801.mp4
0.46189377,0.5381062,1,1,videos/6974157641085930757.mp4
0.6287348,0.3712651,0,0,videos/7039482517522763055.mp4
0.52678716,0.4732129,0,0,videos/7011878954156035333.mp4
0.34171402,0.658286,1,1,videos/7086729400976248106.mp4
0.74529946,0.2547005,0,1,videos/7014565389002607877.mp4
0.4573433,0.5426567,1,1,videos/6933674048585010437.mp4
0.5019923,0.4980077,0,1,videos/7089545232370486570.mp4
0.28768948,0.7123105,1,1,videos/7047716376060103983.mp4
0.54415077,0.45584917,0,0,videos/7118189594801196334.mp4
0.6085187,0.39148125,0,1,videos/7067659840079957294.mp4
0.61244583,0.38755414,0,0,videos/7056914714017664302.mp4
0.35645083,0.64354914,1,1,videos/6957031758151863557.mp4
0.5616312,0.4383688,0,1,videos/6960746868661964038.mp4
0.3453572,0.65464276,1,1,videos/7059453150226435375.mp4
0.45548466,0.5445154,1,1,videos/6957865976893312262.mp4
0.7166548,0.28334528,0,0,videos/7139239744386452742.mp4
0.5510186,0.44898143,0,1,videos/6830894209424166150.mp4
0.5129758,0.4870242,0,1,videos/6948388420251077893.mp4
0.5947381,0.40526187,0,0,videos/6971108724391841030.mp4
0.51164967,0.4883503,0,1,videos/6978218145047694598.mp4
0.5012481,0.4987519,0,0,videos/7141890890427043114.mp4
0.47022274,0.5297773,1,1,videos/7076635675797376298.mp4
0.46384713,0.53615284,1,0,videos/7022662747036978438.mp4
0.44755378,0.5524462,1,1,videos/6998201254501420294.mp4
0.5546228,0.44537714,0,0,videos/6968270104152837381.mp4
0.44656065,0.5534393,1,1,videos/7076153533996928302.mp4
0.702684,0.29731596,0,1,videos/6865913390347455750.mp4
0.51632875,0.48367125,0,0,videos/6966583085177605381.mp4
0.38491356,0.61508644,1,0,videos/7107013371660160298.mp4
0.50963193,0.49036804,0,0,videos/7025677898912779526.mp4
0.60603565,0.39396435,0,0,videos/7109215731539119366.mp4
0.64053273,0.35946727,0,0,videos/6961870067684396294.mp4
0.3334922,0.66650784,1,1,videos/6963381436359412997.mp4
0.53713477,0.46286517,0,1,videos/6912436201865760006.mp4
0.5773973,0.4226027,0,0,videos/6873477513318911234.mp4
0.32392293,0.67607707,1,0,videos/7113363777051053354.mp4
0.77328914,0.2267109,0,1,videos/6974044311251930373.mp4
0.36681026,0.63318974,1,1,videos/7059543723176119598.mp4
0.35349452,0.6465055,1,1,videos/7087325940845399339.mp4
0.37837473,0.62162524,1,1,videos/7103524881886743854.mp4
0.59330124,0.40669876,0,1,videos/7070343681143754030.mp4
0.7516463,0.24835372,0,1,videos/6879139227779550470.mp4
0.53878903,0.46121097,0,0,videos/7054991855343258926.mp4
0.7412929,0.2587071,0,1,videos/6970017781664320773.mp4
0.53105074,0.4689493,0,0,videos/7085390656780127494.mp4
0.4822126,0.51778746,1,0,videos/6881247887762738434.mp4
0.44111845,0.5588815,1,1,videos/6918070619619872005.mp4
0.3388733,0.6611267,1,1,videos/7004765049273306370.mp4
0.36413658,0.6358634,1,1,videos/6908127730466934022.mp4
0.5207006,0.4792994,0,1,videos/6866413553855843586.mp4
0.6940148,0.30598518,0,1,videos/6868970247781747973.mp4
0.39312482,0.6068752,1,1,videos/7135086899969936646.mp4
0.41443402,0.5855659,1,0,videos/6967548068199730437.mp4
0.5818663,0.41813368,0,0,videos/6918821818841238786.mp4
0.51776004,0.48223996,0,0,videos/6890894114741570818.mp4
0.6304404,0.3695596,0,1,videos/6976912386041138438.mp4
0.5138249,0.48617518,0,1,videos/6976751046185979141.mp4
0.6182715,0.3817285,0,0,videos/6946611881943616773.mp4
0.42261642,0.5773836,1,0,videos/6881378887452970242.mp4
0.6751008,0.32489923,0,0,videos/6963741932384210181.mp4
0.5086195,0.49138057,0,0,videos/6915598623971593478.mp4
0.39428955,0.6057105,1,1,videos/7096674341609278763.mp4
0.5524825,0.44751754,0,1,videos/7069679638682864901.mp4
0.54661506,0.45338494,0,0,videos/6965124880673099013.mp4
0.5655985,0.43440154,0,1,videos/6977897776399027461.mp4
0.37049383,0.6295062,1,1,videos/7045332013565381894.mp4
0.46107703,0.53892297,1,1,videos/7080753879641492778.mp4
0.3792496,0.62075037,1,1,videos/6766038594621623557.mp4
0.3036265,0.6963735,1,0,videos/6898460803238776065.mp4
0.7753082,0.22469185,0,1,videos/7127603784678657285.mp4
0.65475315,0.34524682,0,1,videos/6768308766598286598.mp4
0.65110177,0.34889817,0,0,videos/6971951285545258246.mp4
0.47627288,0.52372706,1,1,videos/6976313493901397254.mp4
0.28406358,0.7159364,1,1,videos/6927014177554959621.mp4
0.56947666,0.43052328,0,0,videos/6959213673000881414.mp4
0.4288371,0.57116294,1,0,videos/6967056627929304326.mp4
0.39324975,0.6067503,1,0,videos/6898097312975932677.mp4
0.5385676,0.46143246,0,1,videos/7004956639262543109.mp4
0.6513158,0.3486842,0,0,videos/6968284627802885381.mp4
0.4209443,0.5790557,1,1,videos/7016428012904172806.mp4
0.5440869,0.45591313,0,1,videos/6911261711215430914.mp4
0.6378958,0.36210415,0,0,videos/7099824919382330629.mp4
0.47552717,0.5244729,1,1,videos/6828214342043831558.mp4
0.7041356,0.29586446,0,0,videos/6968116509742730502.mp4
0.4094143,0.59058577,1,1,videos/6983042234413288710.mp4
