id_EXIST,text,path_video,target,description,label,analysis,probability
220242,"these men stay  sparkles pressed sparkles  chelsea hartisme @. clean the above text detected by removing repetitions, leaving the text concise and essential, very clean and completely readable in english with all the information   so the other day a man told me he didn't like women who are beautiful and know it. i have a sneaking suspicion the feeling's mutual, i told him. he did not like this. some women are so stuck up, he says to me. no, society's just given you the mistaken impression that women only exist if you are there to validate them. i don't know how to tell you this but we all have mirrors now and we have eyes for picking out clothes that suit us yours are not required you want to be worshipped by a goddess without having to be a god. all i hear when you say things like this is... strong women make me feel funny because i know i have nothing to offer them. and that's why women don't like you. ha ha ha ha ha ha ha ha ha.",videos/6920327322679692545.mp4,1,"The video features a woman satirically recounting and deconstructing a man's sexist remark about not liking beautiful women who know they are beautiful, ultimately framing the video as a critique of male insecurity and sexist expectations.",NO,"The video critiques and satirizes sexism by exposing the absurdity and underlying insecurities of a man's sexist statement, rather than promoting or endorsing sexism itself.",0.1
220296," beaming_face_with_smiling_eyes  ‘school’ pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. 8 sitting on dead horse, sutton hoo, st. davids, sean preston federline. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. schi school, schnauzer, schnoodle, schizophrenia. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school, school uniform, school clipart, school memes. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school, school uniform, school clipart, school memes, school of rock. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school boy, school boy cartoon, school uniform, school clipart. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school boy, school boy cartoon, school uniform, school clipart, school of rock. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school boy, school boy cartoon, school uniform, school clipart. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school girl, school girl costume, school girl outfits, school girl clipart, school girl drawing. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school girl, school girl costume, school girl outfits, school girl clipart, school girl drawing. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images. school girl, school girl costume, school girl outfits, school girl clipart, school girl drawing. done with the search  pentagram aa images on google  first images that show up after searching ""school [gender]"" on google images  hey clown! chester, you have done it again! constantly raising the bar for the circus and doing it foolishly. i'd say i'm surprised, but i know who you are. i've seen up close and personal, i know who you are. listen here, i don't like you. i am now, oh-",videos/6935046770778967302.mp4,1,"The video juxtaposes Google Image search results for 'school boy' (showing innocent cartoons and photos of young boys) with 'school girl' (showing predominantly sexualized images of adult women in costumes), implicitly critiquing the sexualization of girls/women in online representations.",NO,"The video is not sexist because it critiques the sexual objectification of females by contrasting the search results for 'school girl' with those for 'school boy,' thereby exposing a harmful disparity rather than endorsing or promoting sexism.",0.1
220920,"don’t laugh at your girlfriends choice, you are one if them  rolling_on_the_floor_laughing  face_with_tears_of_joy  never laugh at your girlfriend's love. have a fabulous day.  you should never laugh at your girlfriend's choice because you're one of them.",videos/7123342389338443009.mp4,0,"The video features an older woman telling a joke directly to the camera: ""You should never laugh at your girlfriend's choice because you are one of them."" The video presents this joke uncritically as humor, thereby endorsing the punchline which relies on a stereotype about men being poor or laughable choices as partners.",YES,"The video is sexist because it promotes and normalizes a harmful gender stereotype by presenting a joke that implies men (as ""girlfriend's choices"") are inherently laughable or poor choices, without any critique or counter-narrative.",0.65
220768,"i guess she’s not wrong  face_with_tears_of_joy  grinning_face_with_sweat  fuel_pump  ""why did you sell your car?""  honey, why'd you just sell your car? why'd i sell it? yeah. i needed gas money. the gas prices are so high right now, i didn't have any money, so i had to sell it. baby, are you being serious? yes. baby, let's think about this, okay? like, actually think about what you're saying. i have so much money now. let's think about what you're saying. i have so much money. what? i sold it, so i had so much money. for gas? yes. but what are you going to put the gas in now? honey. oh my god! what am i gonna put it in? why did i sell it? what's wrong with you? that's what i'm saying. you gotta think about some of this stuff. oh my gosh. no, no, no, no, no.",videos/7076153533996928302.mp4,1,"The video portrays a woman explaining she sold her car to get gas money, a comically illogical decision, with her boyfriend reacting in amusement; the video frames this as a humorous instance of female foolishness, thereby leveraging the harmful stereotype of women being ditzy or unintelligent.",YES,"The video promotes a harmful gender stereotype by presenting the woman's illogical reasoning as inherently funny, reinforcing the 'dumb blonde' or 'ditzy woman' trope without any critique.",0.8
220665,"women, why do we do this?  woman_facepalming_medium-dark_skin_tone  men and women have different thoughts.  he know damn whether that gets on my nerves. i'm gonna lay here so he can see that i'm mad and ask what's wrong. wait, he can't see my face. sit up. so when he walk in, he gonna see that i'm mad and ask what's wrong. and we gonna see if he's really concerned about what's wrong with me. what i do now? what's wrong? nothing. what's wrong? nothing. something's wrong. all you got to do is sit back and wait and see if he truly is concerned about getting to the bottom about what's wrong with you. i i leave alone then.",videos/7039365996053794053.mp4,1,"The video portrays a woman's internal monologue as she intentionally tries to make her partner guess why she's upset by first feigning disinterest and then planning to say 'nothing' is wrong, framing this behavior as typical 'Women Thoughts' in a comedic, uncritical manner, thereby normalizing a stereotype about women's indirect and testing communication styles in relationships.",YES,"The video promotes harmful gender stereotypes by presenting a woman's intentionally indirect and 'testing' communication tactics as characteristic 'Women Thoughts' without critique, which normalizes this behavior and associated stereotypes.",0.7
220746,the struggle is real is caffeinated.  most men will never understand the struggle of putting on leggings or skinny jeans on freshly lotioned legs.,videos/7067715837255470383.mp4,0,"The video features a woman stating that 'most men will never understand the struggle' of putting on leggings or skinny jeans over freshly lotioned legs, thus the video itself promotes a gender stereotype about unique female experiences and supposed male incomprehension of them.",YES,"The video promotes a gender stereotype by asserting a specific, minor 'struggle' related to clothing and grooming as an experience that 'most men will never understand,' thereby reinforcing gender essentialism and normalizing the idea of an inherent experiential and empathetic divide between genders.",0.6
220777,"i’m an idiot! #truestory problemi! the here's the one core issue in my marriage! an ""m idiot""! im an idiot but lm fine with it.. love is..- my wife fact! accept - can't love she that married idiot! love thats the problem; right there! she screwed up! and shes blaming me!! know what this is! u didn't misrepresent myself at all!! didn't come riding in on a white mi lady. love me! she chased me! she chased even my brother told her she should stay! it was a train wreck of a widower. she knew it was stupid when it took 7 months to ask her to be my girlfriend! this.. with work can nah,yeah, well. good luck to ya, lady!! you can sprinkle sugar on a all day-you can sprinkle sugar on a all it don't make it candy! 5 0 laugh ; with day-.  here's the problem. here's the one core issue of my marriage. i'm an idiot. but i'm fine with it. the problem is my wife can't accept the fact that she married an idiot. that's the problem. that's the problem right there. she's screwed up and she's blaming me. i know what this is. and i didn't misrepresent myself at all. i didn't come riding in on a white horse. my lady. she met me in a bar. and i was loaded. i had a mullet and i spilled a drink on her. she knew what i was. no, i can work with this. yeah, well, good luck to you, lady. you can sprinkle sugar on a turd all day. don't make it candy.",videos/7080753879641492778.mp4,1,"The video shows a woman lip-syncing to a male comedian's stand-up routine where he humorously blames his wife for not accepting his self-proclaimed ""idiocy"" and for ""screwing up"" by marrying him; the video frames this through on-screen text like ""#TrueStory"" and ""She screwed Up!"" thereby endorsing the joke's premise.",YES,"The video is sexist because it uncritically endorses and normalizes a comedic narrative that shifts blame onto the wife for her unhappiness with her husband's flaws and for her choice of partner, thereby promoting a harmful gender dynamic where female dissatisfaction is dismissed and male unaccountability is accepted.",0.75
220301,"anniversary vibes smiling_face_with_sunglasses  clean the previously detected text by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information.  your heart don't stand a chance",videos/6937118812529577222.mp4,0,"A young man and woman, dressed up, walk hand-in-hand in a parking garage to music. The video's framing is neutral and does not promote or endorse any sexist ideas.",NO,"The video depicts a simple scene of two people walking together and does not contain or promote any sexist content, harmful stereotypes, or ideas of gender-based superiority or marginalization.",0.0
220186," clean the previously detected text by removing repetitions, leaving the text concise and essential, very clean and completely readable in english with all the information.  women can't lead. women can't win! there is something more dangerous in this world than a humiliated man. a nasty woman.",videos/6903507393443810562.mp4,1,"The video features a woman lip-syncing to audio that first presents misogynistic statements ('Women can't lead. Women can't win.') and then follows with a defiant female voice stating 'There is something more dangerous in this world than a humiliated man: a nasty woman,' with the woman in the video adopting a strong, challenging expression, thus appearing to critique or reclaim the initial sexist sentiment.",NO,"The video critiques misogyny by using initial sexist audio as a setup for a defiant and empowering female response, reframing a pejorative term in a powerful way.",0.1
220521,"$178.00 bathing suit!? just why  thinking_face   and  made me do it  flushed_face  ""42, do you have any questions about the 42nd episode of pcos support girleeyaa? also, have you checked out mikayla nogueira's page for updates? #gfo""  what's a waist over five inches? oh my god! would you believe me if i told you this is 178 dollars. absolutely not. it's $178. no one mentions that. okay, here it is. untied. i'm a size medium for reference. i'm 165 pounds, 4'11"", and cody's gonna do the honor of pulling the strings all right oh all right he's tying it in the back. wow. do we think it worked? it's actually not. it doesn't feel tight at all. it feels pretty comfortable. it looks good, right? it does. i do look snatched, okay? ooh! one more time, here's the before, and here is the after.",videos/6987866527894686981.mp4,0,"The video features a woman trying on and reviewing a swimsuit, with her partner helping her, and she expresses satisfaction with its appearance-enhancing effect; the video's framing is focused on her personal experience and confidence with the product.",NO,"The video itself is not sexist because it centers on a woman's personal review of a clothing item and her expressed confidence, rather than promoting harmful gender stereotypes, male superiority, or misogynistic objectification.",0.1
