id_EXIST,text,path_video,target,description,label,analysis,probability
220311,"reply to reply to jerrmo's comment about false allegations and revenge  what if they are not true? what if she is ruining their lives out of spite? what if? macbook air.

he used a different word. macbook air.

and then he grabbed me on the inside of my thigh. macbook air.

at that moment, we were left alone and he picked me up. macbook air.

we found out later that the guard had a reputation. macbook air.

when he got up from my bed and left, my roommate rolled over and told me it happened to most of the girls. macbook air.

it was a second-year associate. macbook air.

he invited me to a strategy meeting in his hotel room. macbook air.

he answered the door in his bathrobe. macbook air.

we spent the evening insisting on working on the case. macbook air.

at that moment, we were left alone and he picked me up. macbook air.  he used a different word and then he grabbed me on the inside of my thigh. at that moment, we were left alone and he picked me up. he just picked me up he just picked me up and carried me behind the fence and he lay down on top of me and started to take my pants off. i fought and i fought, but he was 18 and i was 12. i found out later this guard had a reputation. when he got up from my bed and left, my roommate rolled over and told me it happened to most of the girls. i was his second year associate. he invited me to a strategy meeting in his hotel room. he answered the door in his bathrobe. i spent the evening insisting we work on the case. at the end of that year, i was let go. i had been babysitting for this family for i guess two years. he was my youth pastor. my second cousin. your honor, one will leave this one.",videos/6939640400336424198.mp4,1,"The video displays a TikTok comment questioning the truthfulness of assault allegations and suggesting they might be for revenge, followed by a montage of scenes from a show/movie where different women describe experiences of sexual assault or harassment; the video's framing, especially with the account name ""@survivorcontent,"" appears to use the montage to emphasize the reality and gravity of such experiences, implicitly countering the skepticism of the comment rather than endorsing it.",NO,"The video itself does not promote or endorse sexism; instead, it juxtaposes a skeptical comment with numerous portrayals of sexual assault, suggesting an intent to highlight survivor experiences and implicitly critique the skepticism, rather than promoting the potentially sexist notion of widespread false accusations.",0.1
220204,"with ""ladies, don't embarrass us. take him to the barbershop with you. bad b*tch.""  if a dude take you in the barbershop with him, you a bad bitch. yo, my guy. what are you doing? right now, you're committing a war crime against guy mandy. because listen to me very carefully, now that they hear this, right, they're going to want to go to the barbershop, and when they go to the barbershop, right, they're going to be thinking, oh, i'm a bad bitch. i'm a bad bitch. when in reality, they're a sad bitch. okay? we don't bring y'all to the barbershop because we don't want y'all to embarrass us with our friends. then, okay, don't embarrass us with our friends. okay? our friends are going to look at you and laugh. they're going to clown us for weeks. we can't show up at the barbershop no more. we can't do that. okay? we're going to be looking rough for weeks because they're going to laugh at us don't do this ladies we beg you you don't want to embarrass us",videos/6910189069548932357.mp4,1,"The video features two men; the first suggests that a woman taken to a barbershop by her partner is a 'bad b*tch', while the second man refutes this, claiming such women are 'sad b*tches' and argues that men don't bring women to barbershops to avoid being embarrassed by them in front of other men, pleading with 'ladies' not to embarrass them.",YES,"The video itself, through the second speaker whose perspective dominates and is reinforced by the caption 'Ladies dont embarrass us', actively promotes the sexist idea that women's presence in barbershops is undesirable because they are likely to embarrass men, thereby marginalizing women in that space and relying on harmful stereotypes about their behavior to justify this.",0.9
220071,"today’s females got issues. i can't deal with today's women, especially with all the drama and social media clowning. it's not worth it to have to deal with your ex bringing up your friends in her messages. she misses you and wants you back, but you have to apologize first.  i'm not even gonna lie. i can't deal with females in this generation at all. i'm gonna tell you why. because when y'all break up, no matter who broke up with who, all hell breaks loose. first thing she do is get on social media. you't your dick weak your dick small your dick stank your breath stank you're broke you ain't got no money your car raggedy you drive your mama whip all day i i'm talking, she on your ass. and then she bring your homeboys into it. talk about some. they was in her dms the whole time we was together. because i sent them to see what you was going to do. and then after all that, she want to get back together. like, you not just call me names and say my dick was little and it stank and all that. i mean, i'm gonna come back and all, but can you at least apologize first? they kind of hurt my feelings a little bit.",videos/6842033977524604165.mp4,1,"The video features a man explaining why he 'can't deal with today's women,' proceeding to list negative behaviors he attributes to them generally after breakups, such as publicly shaming exes on social media, lying about exes' friends, and then wanting to reconcile, with the video's framing supporting these generalizations as characteristic of 'females in this generation'.",YES,"The video itself actively promotes harmful, demeaning, and negative generalizations about 'today's women' or 'females in this generation,' presenting these stereotypes as if they are widespread truths and using them to belittle the group, which aligns with the definition of promoting harmful stereotypes.",0.9
220816,"reply to   same goes with how reclaiming queer ancestral relationalities doesn’t mean people can’t be straight reply to zyloxxoo's comment ""white centered things"" lol how is saying monogamy doesn't automatically ipso facto mean colonialism white? i'm not white or cis het. the tenets of whiteness include binary and linear expression and thought, obsession with perfection, denial or dismissal of individuality, and an obsession with hierarchy and niceness over kindness. this is reflected in the inflation of productivity and the work of white individuals, while ignoring the work and contributions of bipoc community advocates. i refuse to cite non-melanated sources and instead choose to support and uplift the voices of bipoc individuals. join us next month on patreon as we dive deep into studying whiteness and actively work towards divesting from it.  so i don't know who needs to hear this, but like you can be perpetuating tenets of whiteness without being white yourself. so i'd say these comments are an example of binary thinking and linear expression of thought, which is a tenet of whiteness. you can follow this instagram page to learn more about that. so i never said anything equals anything. i'm simply calling out the logic of the binary thinking in your original comment. and so i think your original comment was white-centered because it didn't seem to be centering the people who are most marginalized within the polyamorous community who are trying to do the work to reclaim ancestral forms of relationalities that have been lost in our communities. so the alternative to binary thinking is starting to accept that multiple things can be true at once. so in this case, i can talk about the importance of reclaiming ancestral relationalities without saying that everybody needs to be doing that. i never said everyone needs to be doing that.",videos/7091873201776512298.mp4,0,"The video features a person responding to a comment about monogamy, colonialism, and 'white centered things,' arguing that the commenter's logic exhibits 'binary thinking,' which the video creator identifies as a 'tenet of whiteness' and explains why she found the original comment 'white centered' without promoting or endorsing any gender-based marginalization or harmful stereotypes.",NO,"The video's content focuses on a critique of alleged 'white centered' thinking and 'binary logic' in relation to discussions about monogamy and colonialism, and does not promote, endorse, or normalize any of the defined elements of sexism such as gender-based marginalization, harmful gender stereotypes, male superiority, or misogyny.",0.1
220043," manspreading in the daily mail.  the advent of manspreading, what an extraordinary thing. it was actually the invention of this word that inspired me to stop calling myself a feminist, because i realised the ideology that i thought meant freedom and equality was actually just a load of rubbish that had been hijacked by idiots who make up words to prove their point. and look, to explain what manspreading is, it was explained to me originally as the theory that men sit with their legs far apart on public transport to sort of invade women's space and sort of stake their claim as part of the furniture, so to speak, and that it was a terribly sexist thing and designed to infringe on women's space. and now we know that's not the case. and i'm going to phrase this very delicately, peter, for this prime time slot. anyone with a basic knowledge of the human anatomy will know why gentlemen tend to sit with their legs slightly further apart than women do. it's...",videos/6821436083004263686.mp4,1,"The video presents a critique of the term 'manspreading' by featuring a woman who argues that the concept is a misrepresentation of male behavior, attributing it to anatomy rather than intentional sexism, and that the term led her to stop identifying as a feminist; the video appears to endorse this critical viewpoint.",NO,"The video itself does not promote sexism; instead, it features and seemingly endorses a critique of a specific feminist concept ('manspreading'), arguing against the idea that it is an act of sexism by men.",0.1
220029," candrey81 put a ring on it so you can eat.  you really didn't make me no food. did you make me your wife? what the room and fuck this plate up. so baby, you trying to tell me you didn't really make me no food? no.",videos/6808596330760604933.mp4,0,"The video features a woman responding to an off-screen man asking why she didn't cook by asking if he made her his wife, with the video's text overlay ""Put a ring on it so you can eat"" reinforcing her stance that she will only cook if he marries her, thereby endorsing a transactional view of domestic labor based on traditional gender roles.",YES,"The video itself, through its central message conveyed by the character and prominently displayed text, actively promotes and normalizes the harmful stereotype that cooking is a wifely duty a man can expect upon marriage, thereby reinforcing unequal gender roles and expectations regarding domestic labor.",0.7
220445,"femeia... simplă creatură!  beaming_face_with_smiling_eyes  don't call her? wait for her to call you! when she's upset and leaves. when she's upset and leaves. follow her. don't push or hit her. don't push or hit her. don't let go! ask her what happened! she ignores you. she wants you to pay attention. see if she's about to cry. comfort her and tell her everything will be okay. tell her it's cold. tell her it's cold. hug her! tickle her. hug her too! look at her intently. tease her! show her you won't give up on her! show her you won't give up on her!  she doesn't call you. it's because she's waiting for you to call her. when she's mad and walks away, she wants you to follow her. she pushes you or hits you, grab her and don't let go. she is quiet. she wants you to ask her what is wrong. if she ignores you, she wants you to give her attention. when you see her getting ready to cry, hold her and tell her that everything's going to be okay. if she says it's cold, hug her tight. if she tickles you, tickle her back. if she stares at you, she wants you to kiss her. if looks like she's about to give up. say you will never let her go. her go.",videos/6969795347333926150.mp4,1,"The video presents a list of stereotypical interpretations of women's behaviors and advises men on how to react, framing these interpretations and reactions as universally true ways to understand and interact with women.",YES,"The video itself actively promotes harmful stereotypes about women's communication, agency, and desires (e.g., implying women don't mean what they say or do, and that their actions like pushing or walking away are cues for specific male responses like grabbing or following), and normalizes potentially controlling behaviors, thereby endorsing a sexist understanding of women.",0.9
220133,"golddigger check! face_screaming_in_fear  did she pass?   hushed_face  your 2nd @ is not a golddigger  eyes  ""hey, how are you doing? i see you checking me out. this is my car right here, my own car. i got a rubicon wrangler. rubicon wrangler.""  hey, how you doing? hello. i see you checking me out. hey, what's up? this is my car right here i have my own car i got money come on come on!",videos/6879139227779550470.mp4,1,"The video depicts a man unsuccessfully trying to pick up a woman on the street by showing off his car and money, with the woman calmly rejecting his advances and asserting her independence; the video's framing presents this as a failed attempt without endorsing the man's behavior or demeaning the woman.",NO,"The video portrays a man's failed attempt to impress a woman with material possessions, but it does not endorse his behavior as positive or successful, nor does it demean the woman for her rejection, thus not actively promoting sexism.",0.1
220523,"""on the dyer?""  slightly_frowning_face  truth or drink with my  on youtube.com/cut stepdad and daughter play ""truth or drink"" game. they take turns asking each other personal questions and have the option to either answer truthfully or take a shot of alcohol. the game gets intense as they reveal hidden truths and secrets.  have you ever had sex in my house? yeah, take a drink. i knew that. oh, you already know the answer. oh yeah, i know the answer. i just want to hear the true answer to it. who was it? it was anthony. it was in the laundry room. on the dryer? no. no, it was just like in the laundry room and not back. the back area that i made for the kids to play in? yes. do you think your mother can do better than me? wife. gotta put the bass down in there, you know? i mean... this is no. that's a faulty question. i know the answer is no. like, i think you're great as you are, so i don't really know what could be better. i think she's happy and she's perfectly fine and she loves where she's at. so if she loves where she's at, then i love where she's at. that's cool. yeah. cool.",videos/6988129921063243013.mp4,0,"The video shows a stepdad and his stepdaughter playing a 'Truth or Drink' game where the stepdad asks personal questions, including one about whether the daughter thinks her mother could do better than him; the video presents this interaction as entertainment without its own discernible primary message endorsing sexism.",NO,"The video depicts a game with personal and potentially uncomfortable questions between a stepdad and stepdaughter, but the video itself does not actively promote, endorse, or normalize sexism; it merely documents the interaction as part of an entertainment format.",0.1
220115,"i'm stronger than your boyfriend girls can't do press-ups. sarahvibes isn't able to do them either.  work it, make it, do it, make sense harder, better, faster, stronger.",videos/6868311865185848581.mp4,1,"The video shows a woman doing press-ups with the superimposed text 'Girls can't do press-ups' and a peace sign emoji, where the video's framing clearly intends to disprove this stereotype.",NO,"The video depicts a sexist stereotype but its primary intent is to challenge and disprove it by showcasing a woman's ability, rather than promoting or endorsing the stereotype itself.",0.1
