id_EXIST,text,path_video,target,description,label,analysis,probability
220783,"respectfully when someone says women shouldn't cuss.  how do i politely say suck my fucking dick, your dick",videos/7084003339809099054.mp4,1,"The video shows a woman lip-syncing to explicit lyrics as a defiant response to the statement 'women shouldn't cuss,' thereby challenging a gender-based behavioral expectation.",NO,"The video itself is not promoting sexism; rather, it is critiquing and defying a sexist notion (that women should not cuss) by showing a woman's assertive reaction, and thus does not promote marginalization, harmful stereotypes, male superiority, or misogyny.",0.1
220475,"one of the only times “not all men” is acceptable! modern day feminism attacks men, but not all men.  the self-shirt on us, the dirty words",videos/6976313493901397254.mp4,1,"The video shows a TikTok user reacting to a tweet claiming ""Modern day feminism is an attack on men"" with an apparent agreeing smile and nod while a song lyric that sounds like ""selfish"" plays, and then reacting with exaggerated amusement to a ""Not all men"" reply as the lyric ""the dirty word"" plays; the video's creator appears to endorse the anti-feminist sentiment of the first tweet.",YES,"The video is labeled YES because the creator's apparent endorsement of the statement that ""Modern day feminism is an attack on men"" (reinforced by the lyric ""selfish"") promotes an anti-feminist viewpoint, which is a form of sexism as it seeks to discredit and undermine movements for gender equality, thereby contributing to the marginalization of these efforts.",0.8
220059," classycat33 expresses how many women feel. they are constantly struggling with their emotions and trying to understand them. they are often overwhelmed and confused, but they persevere.  i'm wife material. i... i'm such a wife. but nobody fucking sees that. everybody just wants to play games and it's not fun and i don't want to be a part of it.",videos/6836138090013166853.mp4,1,"The video features a woman emotionally expressing her frustration that she is 'wife material' but men only want to 'play games,' with a caption suggesting this is 'How alot of women feel...' which frames her statement as a relatable experience rather than the video itself promoting a sexist ideology.",NO,"The video depicts a woman's personal frustration regarding dating and her desire for commitment, and while it touches on gender dynamics in relationships, the video itself does not promote, endorse, or normalize sexism; it simply portrays an individual's emotional expression.",0.1
220916,woman hot_beverage  factor  a factor is a characteristic or quality that contributes to a particular outcome or situation. factors can be positive or negative and can have a significant impact on the end result. they can also be used to measure or evaluate something.  foreign thank you.,videos/7122076201295891713.mp4,0,"The video is a TikTok edit showing people in Deadpool costumes interacting with others at a public event, set to a Brazilian funk song with explicit and misogynistic lyrics (e.g., referring to women as ""piranha"" [slut/bitch] and describing male sexual dominance); the video's framing uses these lyrics to create an ""edgy"" or ""cool"" aesthetic, thereby normalizing the misogynistic content.",YES,"The video is labeled YES because it prominently features and leverages a song with clearly misogynistic lyrics to enhance its ""edgy"" tone, without critique, which serves to normalize and implicitly endorse the misogynistic sentiments as acceptable or part of a ""cool"" persona, thereby falling under the definition of promoting or normalizing sexism.",0.9
220148,"psychology homeworks got me up way too late search in humans has demonstrated no consistent tendency for people to prefer pleasant odors of the opposite sex. recent research has provided a link between sexual orientation and responses to odors. researchers used positron emission tomography (pet) scans to study the brain's response to two odors  one related to testosterone, which is produced in men's sweat, and the other related to estrogen, which is found in women's urine. the testosterone-based odor activated the hypothalamus, a part of the brain that controls sexual behavior, in heterosexual women but not in heterosexual men. the estrogen-based odor activated the hypothalamus in heterosexual men but not in homosexual men. strikingly, homosexual men responded to the two chemicals in the same way as heterosexual women did. common odors unrelated to sexual arousal were processed similarly by all three groups. taken together, these studies suggest that some human pheromones related to sexual orientation are processed similarly by heterosexual, homosexual, and bisexual individuals.  so i'm reading through my psychology homework and i've stumbled across a crazy realization. they did a study in 2005 where they exposed, i'm assuming, self-proclaimed heterosexuals, men and women, to the opposing sex's pheromones. so women were exposed to testosterone and men were exposed to estrogen. now when the women were exposed to testosterone. this tiny little part of their brain called the hypothalamus flickered. and same with the men when they were exposed to estrogen. now here's where it gets really interesting. when they did the same thing on homosexual men, their hypothalamus lit up just like the heterosexual women. but when heterosexual men were exposed to testosterone, it didn't light up. i might be jumping to conclusions, but does this mean that we can test your sexual orientation with science?",videos/6884830096608283909.mp4,0,"The video features a person discussing a psychology study from 2005 which found that the hypothalamus in heterosexual women and homosexual men showed similar activity when exposed to male pheromones (testosterone), while heterosexual men's hypothalamus showed activity when exposed to female pheromones (estrogen) but not male pheromones, with the video's creator expressing curiosity about whether this means sexual orientation can be scientifically tested.",NO,"The video is presenting and discussing a scientific study without promoting, endorsing, or normalizing any sexist ideas; its focus is on the scientific findings related to sexual orientation and brain activity, not on asserting gender inequality or harmful stereotypes.",0.1
220908,"no, este acto no tiene justificación they provoke us with their clothes. he was six years old.  so thank you.",videos/7120453573795794181.mp4,1,"The video contrasts a common victim-blaming statement, 'Ellas nos provocan con su ropa' ('They provoke us with their clothes'), with subsequent images of children's clothing, implicitly questioning and critiquing the validity of such a statement.",NO,"The video's primary message appears to be a critique of victim-blaming by highlighting the absurdity of applying such logic to children's attire, rather than endorsing or promoting the sexist statement shown at the beginning.",0.1
220346, lincolnsmith sabering volume 15.  savouring sparkling wine part 15 a dmx control desk a slate cheese board. a bread knife. an alarm clock. a bicycle pump. a carpenter's plane. cheers.,videos/6946611881943616773.mp4,0,"The video shows a man with a distinctive mustache humorously attempting to open sparkling wine bottles using various unconventional objects like a DMX control desk, a slate cheeseboard, a bread knife, an alarm clock, a bicycle pump, and a carpenter's plane, with the video's framing being purely about the novelty and success/messiness of these attempts.",NO,"The video's content and framing are focused on a quirky, gender-neutral activity (sabering wine bottles with unusual items) and do not promote, endorse, or normalize any form of sexism as defined.",0.0
220135,"why men don’t listen to women why don't men listen to women? is it because they don't value their opinions? or perhaps they just don't understand them? whatever the reason, it's clear that there is a disconnect between men and women when it comes to communication. let's bridge this gap and work towards a more equal and understanding society.  because you've got that's why he says",videos/6879820960682331393.mp4,1,"The video, titled ""Why men dont listen to women,"" shows a woman at an axe-throwing range who questions a man's specific advice on technique, proceeds to throw successfully without following his instruction (which the outcome implies was incorrect or unnecessary for her), leading the man to concede; the video's framing appears to use the title ironically to highlight a scenario where a woman's judgment and skill are superior, rather than genuinely endorsing the title as a justification for men not listening based on female flaws.",NO,"The video does not promote sexism because, despite the potentially leading title, the content depicts a woman succeeding by correctly disregarding or questioning a man's incorrect advice, and the man acknowledging her competence. This subverts any negative stereotyping of women the title might initially imply, and instead portrays the woman positively and competently, suggesting the title is used ironically or to critique the dynamic of men not listening even when women are right.",0.1
220111,"5 things guys can do but women cant. 1. grow a beard - while some women may have facial hair, it is not as socially acceptable for them to grow a full beard like men can.
2. pee standing up - due to anatomical differences, men have the ability to urinate while standing, while women typically have to sit.
3. go shirtless in public - in most places, it is acceptable for men to walk around without a shirt on, but this is not the case for women.
4. join certain sports teams - there are still many sports teams and leagues that are exclusively for men, leaving women unable to participate.
5. be topless at the beach - while some places allow women to be topless at the beach, it is not as widely accepted as it is for men.  five things that guys can do but women can't. guys can do the helicopter with their penises. guys can walk around topless with their nippy necks out. but if you see a woman do that in public, that bitch is going to jail. guys can literally crap anywhere without giving a crap. no pun intended. guys can have body hair and flaunt it but if women grow hair that is unacceptable and will be known as unhygienic monkeys. a guy can literally walk around scratching his balls. a girl can't walk around scratching her for jean flaps.",videos/6866452515425144070.mp4,1,"The video features a woman listing five things she claims men can do that women cannot, often highlighting societal double standards or biological differences, with a tone that appears to be pointing out perceived unfairness or absurdity rather than endorsing these limitations for women.",NO,"The video discusses perceived double standards and differences in societal acceptance based on gender, but its framing suggests a critique or observation of these disparities rather than an active promotion, endorsement, or normalization of sexism by the video creator herself.",0.2
220921,protect the gaze how can i make people find me attractive?  이고나 이고나,videos/7124054058494643461.mp4,0,"The video shows a man depicting his contrasting reactions when passing people he doesn't find attractive (disinterest) versus those he does (engaged interest), presenting this differential treatment based on attractiveness as his standard behavior.",YES,"The video is sexist because it normalizes and endorses a man's behavior of assigning differential social value and attention to individuals (implicitly women, in the common context of a male creator assessing 'attractiveness') based on his subjective assessment of their physical attractiveness, thereby contributing to their objectification and reinforcing the idea that their worthiness of positive interaction is contingent on his approval of their looks.",0.75
