id_EXIST,text,path_video,target,description,label,analysis,probability
220479," women  we are so funny. j, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women, women,  are you all alright? no, you are all left. um",videos/6977700217835638021.mp4,1,ERROR,ERROR,ERROR,ERROR
220069," we all waited.  alright y'all, this is the new toy. i've been waiting all week to play with this one.",videos/6841534512518761733.mp4,0,ERROR,ERROR,ERROR,ERROR
220438,"cc  claire training if men can't control themselves seeing women in skirts. let them control whole countries?!  if men can't control themselves seeing women in skirts, who let them control whole countries?",videos/6968879094008139013.mp4,1,ERROR,ERROR,ERROR,ERROR
220739,"she’s here.  heart_suit  after 5 long years, the moment we've been waiting for has finally arrived. my baby sister is now a free woman.  if i could turn back the clock and make sure the light defeated the dark i'd spend every hour keeping you safe just to be with you and fix what up",videos/7065908468108201263.mp4,0,ERROR,ERROR,ERROR,ERROR
220356,"true. short gaze with crows by vincent at the van gogh museum. that's good.  hey vincent, what's this? is it a bird? no. is it a plane? no. is it a crow? no. i mean, yes, it's a crow. but a crow is a bird. who cares? okay. okay anyway these are crows and a wheat field from wheat field with crows by vincent van gogh hey it was painted in july of 1890 with oil on canvas true and it hangs in the true. true. not true. okay, that's a myth. historians discovered he painted some works after this one. but he did want to paint something very sad and lonely but at the same time he wanted to show the power of the countryside and in the same month that he painted it he shot himself in a wheat field awww. sorry. don't be sorry vincent, you are a good painter. true.",videos/6948880353377471749.mp4,0,ERROR,ERROR,ERROR,ERROR
220291," a loyal woman is a great blessing for a man, but it takes a real man to recognize that. ",videos/6934687741372386562.mp4,0,ERROR,ERROR,ERROR,ERROR
220164," ""lost voices"" part 1/3 - a filk by [author name]  the first day i realized i was black, it was 2000. we had just learned about blacks for the first time in second grade at recess. all the white kids chased me into the wood chanting slave. my mother said i refused to come out for three hours. said she thinks i was lost in the trees, but i just needed to be closer to my roots. as a woman, having a boyfriend is a battle. if 70% of us are abused in a lifetime, what is the number of men doing it? the answer is not one man running faster than light to complete a mission, and that is what leaves me sick. the second day i realized i was black was in a gas station. i only had 25 cents, so i searched what to spend it on. the cashier floated from aisle to aisle, eyes fixed on my hands. that was the first time my body has become cause to write legislation. cause for ass smacks in the back of a class. my body has demanded everything except respect. i've been asked, what makes you feel unsafe? and i struggle not to yell. everything. the third day.",videos/6894319949213437185.mp4,1,ERROR,ERROR,ERROR,ERROR
220899," erin mae, tpk.  who else can't wait to go on holiday and become the biggest whore that they've ever been? i cannot wait. i'm going to get chlamydia.",videos/7118493644809604358.mp4,1,ERROR,ERROR,ERROR,ERROR
220070,"i uh..  flushed_face  ""camwilder, step sister step bro where are you? i'm still on the plane and stuck in the dryer.""  hello gentlemen",videos/6841665502373252357.mp4,1,ERROR,ERROR,ERROR,ERROR
220243," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  dad, i'm changing my last name. you guys have no home training. do you only want to spend our dad's money? you don't even like her, she just has good credit. should've stayed with mom, at least she can cook. i'm on my way.  now me and my brother's conversation go with our dad and his wife. fuck this family and changing my last name. me too. ahahaha. good i can finally have your dad to myself. shut the fuck up. nobody likes you. she just gonna cry again? stop being rude you guys have no home training neither do you you only want to spend our dad's money with your broke ass. ha ha ha ha. forehead big as shit? it will be y'all when i'm home. we will jump you. right you don't even like her she just has good credit. crying. you should stayed with mom at least she can cook fuck your mom bitch him on my way got me fucked up",videos/6920361495712877830.mp4,1,ERROR,ERROR,ERROR,ERROR
