id_EXIST,text,path_video,target,description,label,analysis,probability
220814," me vibing to my man's music but hearing dumb shit in the song.  you know i miss you on my side, but i'm fuckin' with shorty but she gon' hit me when she find i'm the perfect pretender i try to find another bitch, i just look for you in her",videos/7091469048088694062.mp4,0,"The video shows a woman reacting with mild disapproval to sexist lyrics in a song, with on-screen text explicitly labeling the lyrics as ""dumb shit,"" indicating the video's framing is a critique or observation of such content rather than an endorsement.",NO,"The video's creator explicitly labels the sexist song lyrics as ""dumb shit"" and portrays a reaction of disapproval, indicating that the video itself is not promoting or endorsing the sexism found in the music, but rather commenting on the experience of encountering it.",0.1
220259,"independent woman check  check_mark  aunt sarah.  guys, if you're trying to date an independent woman, make sure you are not insecure because dating an independent woman is not easy and it's definitely not for everybody because she doesn't need you and she's gonna make sure you know she doesn't need you she is grinding for herself you are just an attachment in her life. it's not that she doesn't care about you or doesn't love you, but she's going to choose herself over you because she's happy with herself she doesn't need you you do not complete her her",videos/6924423271496649989.mp4,1,"The video shows a woman performing various tasks independently in her home, while a male voiceover describes dating an independent woman as 'not easy' because 'she doesn't need you' and will 'make sure you know it,' adding that the man is 'just an attachment in her life,' with the video's overall presentation endorsing this characterization as advice.",YES,"The video promotes harmful stereotypes about independent women by framing their self-sufficiency as inherently making them 'not easy' to date and prone to making their partners feel like mere 'attachments,' thereby presenting a negative and limiting generalization about how independent women behave in relationships.",0.7
220852," face_with_tears_of_joy  i’m just saying .. when women try to parallel park, it can be a struggle. kai strachan and britt perrine know this all too well, as they have witnessed it from a distance.  that's the kind of stuff you watch from a distance.",videos/7103191817792884014.mp4,1,"The video features a man reacting with exaggerated shock to the on-screen text ""When women try to parallel park:"" while audio says ""That's the kind of stuff you watch from a distance,"" with the video creator seemingly endorsing this generalization as humorous.",YES,"The video actively promotes the harmful stereotype that women are incompetent at parallel parking through its text overlay and the creator's performative reaction, presenting this generalization as a humorous truth.",0.9
220426,"why did he do it w/o question tho  loudly_crying_face  rolling_on_the_floor_laughing  wait till the end lmao clean your face? like all of it? clean it real good. ain't got nothing @ ft? all over. man ain't n @ my face bruh? clean ittt. wanted to clean my seat for later on tonight. that was a good one huh? wassup tho fr 99' u. outtt.  clean your face. like all over. clean it real good. i ain't got nothing on me. clean it all over. man, ain't nothing on my face, bro. clean it wanted to clean my seat for later on tonight that was a good one, huh? that was good. what's up though, for real? so hurry up.",videos/6967124957029551366.mp4,0,"The video shows a woman repeatedly asking a man to wipe his face with a napkin, who is confused as there's nothing on it, before she reveals the punchline that she wanted to 'clean her seat for later tonight,' implying oral sex; the video frames this as a humorous prank with the man laughing in response.",NO,"The video does not promote sexism because it does not marginalize any gender, promote harmful stereotypes intended to demean or restrict, assert male superiority, or express misogyny; it depicts a sexually suggestive joke initiated by a woman in a comedic context, which does not align with the provided definitions of sexism.",0.1
220668,"gottta do this wit my dad later cleaned text  clean the previous text by removing repetitions, leaving it brief and essential, very clean and completely readable in english with all the information.  thank you.",videos/7039553244821081349.mp4,0,"The video shows a male and a female performing a synchronized dance outdoors at night to a song; the video's focus is on the dance and the individuals enjoying themselves, without any discernible message promoting sexism.",NO,"The video does not promote, endorse, or normalize sexism; it features a dance performance without any elements that marginalize, stereotype harmfully, assert male superiority, or express misogyny as its own message.",0.05
220828,"with  this is honestly one of the best tiktok’s i’ve seen in a while. thank you for your service. when it sounds worse out loud, it's worse.  please don't take this the wrong way. i do have a question. i'm just still learning a lot about the united states because i'm really stupid and not from the country. but something that i've noticed, which i'm just like, what about, is that every decision ever made in this country legally, specifically about human rights and whatnot, is made on the basis of this document from the 1700s. and it's just's amazing i love tradition i think that's so cool um but it's just the document it was written when um for when women and people of color weren't considered human beings as such and i guess it just like and i was just wondering like do you think that that's still helpful for now making every decision about our lives um collectively now would you i mean it's cool i mean i i think history is so fascinating but like do you would you say that's still helpful um um",videos/7096674341609278763.mp4,1,"The video shows one woman questioning the continued use of a historical document (implied to be the US Constitution or similar foundational texts) for current legal decisions, given it was written when women and people of color were not considered fully human, while another woman reacts with increasing shock and concern, and the overlay text states 'When it sounds EVEN worse out loud', implying the video creator (the reacting woman) agrees with the critique.",NO,"The video critiques the potential for historical sexism embedded in foundational documents to influence current laws, rather than promoting, endorsing, or normalizing sexism; its primary message is one of concern and critical reflection on this issue.",0.1
220151," ""killer stepmom meme  mom, why are you trying to kill me?""  i wanna live with you, even when we're ghosts cause you were always there for me when i needed more. s i c e your ass finna get shot.",videos/6889521071842938114.mp4,1,"The video is a TikTok skit where a person, faced with a hypothetical killer's choice between themself and their stepmom, initially feigns self-sacrifice but then gleefully pantomimes 'shooting' the stepmom; the video's framing is darkly comedic and relies on the common trope of a strained relationship with a stepmother.",NO,"The video uses dark humor based on a specific family relationship trope (dislike of a stepmother) and does not promote sexism because the negative action is directed at a character in a specific, often stereotypically negative, role rather than being based on her gender or making a generalized statement about women. The video's primary intent is comedic exaggeration, not the promotion of harmful stereotypes against women as a gender or the idea that women are inherently less valuable.",0.1
220474," mobile wi-fi 2 35 am 41% aa q jane elliott 0 0 visit show images of juno elliott related images ino declaration experience.  so a lot of white women have been following me because of my new series. that's great. welcome ladies. however, i just want to let you guys know my page, despite the fact that i don't have a niche, is still very unapologetically black. the standard you guys will be held to, and i don't want to hear no its, no buts, nor nothing. if you can't hit this standard, the plank. the queen miss jane elliot. if you guys aren't giving jane then you aren't giving anything okay. i also speak very passionately and and you guys have to understand. you guys have been psychologically brainwashed. to think any person who is black and passionate. is threatening and aggressive. and trust me baby, i will not be tone switching, code switching for none of y'all. the white people allowed in this safe space are anti-racist only. y'all acknowledge that y'all have all been conditioned to be racist and you actively take steps to unlearn it every day in different ways.",videos/6975020314237390086.mp4,0,"A Black woman sets expectations for her new white female followers, stating her page is an unapologetically Black, anti-racist safe space and that she will not tone-police herself; the video's focus is on racial dynamics and allyship, not on promoting gender-based inequality.",NO,"The video does not promote, endorse, or normalize sexism; its primary message is about racial identity, anti-racism, and setting boundaries for a safe online space, without marginalizing any gender or promoting harmful gender stereotypes from the video's own stance.",0.1
220472,watermelon + honey antonje is a name that appears multiple times in the text. it is important to remove these repetitions and keep the text concise and readable.  let's try watermelon with honey. oh that's so good i love it.,videos/6974826912141069573.mp4,0,"The video shows a woman trying watermelon with honey, expressing enjoyment, and the video's framing is solely focused on the food tasting experience without any gender-related commentary or implications.",NO,"The video does not contain any elements of marginalization, harmful stereotypes, male superiority, or misogyny; its content is entirely unrelated to gender dynamics or sexist ideas.",0.0
220118,"i told him my plan to propose to his mom afterwards and he was even more excited  pleading_face  i called my girlfriend ""wife"" in front of her son and he called me ""step dad.""  hey jaden, can you tell my wife to pass me the charger? wait, your wife? yep. wait, you guys got married? uh-huh. wait, that means you're my stepdad. yeah.",videos/6869100546947566854.mp4,0,"The video shows a man playfully calling his girlfriend his ""wife"" in front of her son, leading to the son calling him ""step-dad,"" with the video framing this as a surprising and endearing interaction.",NO,"The video depicts a family interaction and does not promote, endorse, or normalize any sexist ideas or stereotypes; its focus is on the relationship dynamics and reactions within the family.",0.05
