id_EXIST,text,path_video,target,description,label,analysis
220793,"where’s the fun in sticking to the norms?  winking_face  so, you attracted to women? yeah, mostly. do you know if they want you for real? and you know they want you for real? why are you dressed like that? i don't see your point.  so you're attracted to women, right? hmm. yeah, mostly. and you want them to know that. true? yeah, i guess so. then why are you... why are you dressed like that? i don't see your point.",videos/7086902121072839941.mp4,0,"A person, initially dressed in masculine attire, questions their alter ego, who is dressed in feminine attire (crop top, skirt, thigh-high socks), about their clothing choices, implying it's contradictory to their stated attraction to women.",YES,"The video criticizes sexism by highlighting the societal prejudice that dictates how individuals should dress based on their sexual orientation and gender. The questioning implies that dressing in a feminine way is at odds with being attracted to women, which is a belief rooted in gender stereotypes and the expectation of male conformity to masculine norms."
220680,"tsuyu asui woozy_face  red_heart  text  jokzstaa 6e &co hco acoj jokzstaa0 jokzstaa .0 'jokzstaa . gagj 7 00' jokzstaa.

translation  jokzstaa 6e &co hco acoj jokzstaa0 jokzstaa .0 'jokzstaa . gagj 7 00' jokzstaa.  is is i'm so sorry",videos/7044276361988607278.mp4,1,The video shows an artist digitally redrawing an anime character (Tsuyu Asui from My Hero Academia) from her standard appearance into a hyper-sexualized version with revealing clothing and exaggerated features.,YES,"The video embodies sexism by transforming a female character into a hyper-sexualized object, focusing on exaggerated sexual characteristics and revealing attire, which contributes to the objectification of women."
220959," nepsha is a code used for various purposes. it consists of numbers and letters, such as 42s, 4899, 49op, aoop, 122, 2, 1, 4, ig, s, cg, ci1092, o2, [ood talg, f8?r, p, neps/{oe7099, ae?{o9r, noop, [hood ul fini, hoodeq, [rood tmlchhood tn, mainirufeop, and 0.  that nobody know you",videos/7134691379866864901.mp4,1,"A woman performs a handstand on parallettes in a gym, while the video's editing repeatedly draws attention to men in the background looking at her.",YES,"The video criticizes sexism by highlighting the male gaze; the editorial emphasis on men watching the woman, rather than solely on her athletic feat, serves as a commentary on the unsolicited attention and potential objectification women often experience, particularly in environments like gyms."
220026,"discrimination because we arent old or asain. we told her we went to 8 other stores but no! shante_leno  hey, can we please get some toilet paper? 
riiy0  oh, how come? 
shante_leno  ino 1sb 6 66 no ""io wsb dac 45 9 let the other people have it?"" 
riiy0  ""why are you old?"" 
shante_leno  ""yeah, but it's for my family."" 
riiy0  ""they're old."" 
shante_leno  ""yeah, but it's for my family."" 
riiy0  ""no."" 
shante_leno  ""are you serious?"" 
riiy0  ""no, sorry."" 
shante_leno  ""you can check other places."" 
riiy0  ""you can check other places."" 
riiy0  ""you can check other places.""  hi, can we go to the club, please? oh, how come? sorry. how come? no. why? you like the other people? they are older. yeah, but it's for my family. no. are you serious? no, sorry. you can check at other places.",videos/6803837437287173382.mp4,0,"A customer asks a shopkeeper for toilet paper and is denied, with the shopkeeper stating it is reserved for older people.",NO,"The video does not contain any elements of sexism. The interaction and the reason for denial are based on age, not gender, and there are no gender stereotypes, prejudice against women, beliefs in male superiority, or misogynistic views expressed or criticized."
220822," woozy_face  ""do you like hearing me be bratty and use naughty words? 'abeu  baby gil!' i need a nap. do you want to go spunking? 'benaye, no buts.' 'what was that?' that's enough. i'm going to count to three and follow your rules on your knees.""  to your research, we don't ever make mistakes we talk in the air like every day live with a chase, live with a chase",videos/7095489710986087685.mp4,1,"The video displays a list of phrases such as ""Use your words,"" ""Ahem. Baby girl!"", ""Do you want a spanking?"", and ""Get on your knees"" under the title ""Things bratty me loves to hear,"" with a cat silhouette in the background.",YES,"This video embodies sexism because the listed phrases, particularly the term ""Baby girl!"", suggest a female individual (""bratty me"") who enjoys being infantilized, controlled, and made submissive. This reinforces gender stereotypes of female submissiveness and a desire for dominant, controlling behavior, often associated with male figures in such dynamics."
220397,"car hacks with laura girls, don't do car oil! remove dipstick and wipe clean. check levels with csupd 222 51-3048. dip and check levels with driving school tv. undo oil cap (harder than it looks!) add oil. always check what oil you need. dip and test again.  all we need to do is pull out this long thing with the weird shape at the end, wipe it with a clean tissue for accurate measurement, dip it back in so you can see what the level of the oil is, then if it comes out and the oil is not between this and this, you need to top up under the cap. yes, that did take me five minutes and it hurt a lot but you know independent woman the way to check what all you need is simply google it make sure you have your year make and model of car and it will tell you what you need do it back up dip the thing back in the thing check the levels and boom you're done done",videos/6961695133238693125.mp4,0,"A woman demonstrates how to check and top up car oil, starting with on-screen text that reads 'GIRLS DON'T DO CAR OIL'.",YES,The video criticizes sexism by presenting a common gender stereotype ('GIRLS DON'T DO CAR OIL') and then immediately debunking it by showing a woman competently performing the task. This directly challenges and refutes the prejudiced belief.
220049,"everyone loves my frankie doniaej. clean the previous detected text by removing repetitions, leaving the text concise and essential, very clean and completely readable in english with all the information.  say hi to tiktok, mom. hi, tiktok. i love your mom. she's my stepmom, and she's bringing us diet coke. thank you.",videos/6828690308549643526.mp4,1,"The video shows a woman in a white swimsuit being filmed from a low angle, walking down stairs, and delivering a drink to a man in a pool.",YES,"The video employs low-angle shots that predominantly focus on the woman's body in a swimsuit, particularly as she descends stairs and interacts, which can be interpreted as objectifying her and catering to a male gaze, thereby embodying a form of sexism."
220628,this is reasonably accurate to be fair. the shorter hong kong's cbiuk $ the shoner 3 @ girlfriend #he hovg cbiuks shoner0 3 @ girlfriend #he hovg ebiuks shonerd u.  in the sky how my girlfriend thinks i edged at the shower.,videos/7023709117659286790.mp4,1,"The video contrasts how a man perceives himself exiting the shower (neatly) with how he believes his girlfriend perceives him exiting the shower (messily, splashing water everywhere).",NO,"The video uses a common comedic trope of contrasting self-perception with a partner's perception. While it involves a girlfriend's perspective, it doesn't inherently marginalize, promote prejudice against women, assert male superiority, or express misogynistic views; the humor stems from the exaggerated difference in perceived behavior within a relationship dynamic."
220712," rolling_on_the_floor_laughing  face_with_tears_of_joy  girls vs boys.  so you should bring all your friends oh is drinks drinks fa la la la fa la la la fa la la la drinks, drinks, drinks",videos/7056362059893591298.mp4,0,"The video, titled 'girls vs boys', shows a montage of scenes from a Korean production where groups of schoolgirls in uniform repeatedly and comically overpower schoolboys in playful physical confrontations.",YES,"The video criticizes the gender stereotype of male physical superiority by consistently portraying the girls as the dominant and victorious party in these confrontations, thereby subverting traditional expectations about gendered strength."
220844,"rewatching all the barbie movies  love-you_gesture  don't blame me, love made me.  oh lord, take me, my drug is my baby i'll be using for the rest of my life don't make me love, make me crazy",videos/7100897191627099397.mp4,0,"This video is a montage from a Barbie movie depicting a young woman's emotional experience related to a tiara and a formal, princess-like role.",YES,"The video embodies sexism by primarily focusing on and reinforcing traditional gender stereotypes, portraying the female protagonist's significant moment through the lens of a princess archetype, with emphasis on a tiara and appearance, which are common tropes in traditional representations of femininity."
220662,"anything for a woman ytij au d, itij au p, itji au, and tjau 0j.  i don't get on my knees for no man, but for a woman.",videos/7038425758628564271.mp4,0,"A woman with half-black and half-white hair, wearing a backwards cap and a t-shirt split black and pink with ""EQUALITY"" printed on it, lip-syncs to an audio clip stating she won't get on her knees for a man but will for a woman, making suggestive expressions.",YES,"The video criticizes sexism by featuring audio that explicitly rejects female subservience to men (""Get on my knees for no man""), thereby challenging traditional gender stereotypes and beliefs in male superiority. The subsequent expression of willingness for a woman is framed as an assertion of agency and sexual preference, contrasting with the rejected patriarchal dynamic."
