id_EXIST,text,path_video,target,description,label,analysis
220066,"for the boys  handshake  ""hey son, let's go meet your step sister abella. she's now part of our family and you have to meet her soon!""  in my right mind i can ride, ride till i grow rage skeleton on my left wrist in that song place on my knees thanking god that i'm free danger",videos/6839244977340452101.mp4,1,ERROR,ERROR,ERROR
220826,"girls vs. boys  face_with_tears_of_joy  face_holding_back_tears  text  androshkatvu wikeair2 0ss5 70 1 0 0€ 0 k tr1 futvhe aah fninde 0aah futdae oaah30 1 11j m 0 v 7 {nikealr 58u = 2hj} j. cleaned text  androshkatvu wikeair2 0ss5 70€ tr1 futvhe aah fninde futdae oaah30 11j v nikealr 58u 2hj j.  only time shake that shake that water, i don't get drunk with it, get loose with it, my show's bad, my show's bad",videos/7096144057814109445.mp4,0,ERROR,ERROR,ERROR
220369,"the amount of blogs i deleted when i was a teen because ‘someone found out’ clean the previous detected text by removing repetitions, leaving the text concise and essential, very clean and completely readable in english with all the information.  i genuinely believe there's like... can you, phil, can you name something that teenage girls can be interested in without being made fun of? this really bothers me. you know when we're talking about things that really annoy us in modern media? this is the one for me. teenage girls have nothing they can be interested in without being mocked and i think that's hella unfair and sexist and bad yeah",videos/6954208551694798082.mp4,1,ERROR,ERROR,ERROR
220605,"# don't abandon him. don't abandon him. appear him. appear him. don't abandon him. don't abandon him.  if your boyfriend slaps you, slap him back. he is not your father. follow me for more relationship tips.",videos/7016082700259921157.mp4,1,ERROR,ERROR,ERROR
220929," weary_face  sitting on his lap, she kisses him and pushes his hips up.  you",videos/7125419885735316741.mp4,0,ERROR,ERROR,ERROR
220309," text  tishko. clean the above detected text by removing repetitions, leaving the text concise and essential, very clean and completely readable in english with all the information.  we fuckin' all in the street she told me to recline so i had to let back the seat feel like that she suck it, i nut all over her meat",videos/6939179911286410502.mp4,0,ERROR,ERROR,ERROR
220360,"love this  smiling_face_with_horns  women want equality and fair pay. they don't want to be murdered or sexually harassed. but they also don't want to commit 50% of the aggravated assaults. where are the women sexually harassing 97% of the men? it seems to be just me.  women are always like, we want equality. where's our equality? pay us more money. oh my god, stop murdering us. but like, none of the women want to step up and commit 50% of the aggravated assaults. where are the women sexually harassing 97% of the men? because as far as i can see, it's just me.",videos/6951415173659888901.mp4,1,ERROR,ERROR,ERROR
220372," born between 1965-1981, the ""ceogatekeeper"" is a prominent figure in the business world. they are known for their leadership skills and are often seen as the gatekeepers to success. they hold a lot of influence and power within their organizations and are highly respected by their peers. their expertise and experience make them valuable assets in the corporate world.  let's talk a little bit about generation x. the generation so terrifying they couldn't even give it a fucking name. so, generxers were raised in a very interesting period of time. they were raised by baby boomers, so they knew a very older and maybe kind of feral way to exist and live their life. but then they were also old enough, so when the internet and a lot of new technology started coming out, they also knew a lot more. so they had this kind of ability to cherry pick the best traits of baby boomers and millennials, which makes them some of the most dangerous fucking people in the world. most of the gen xers i knew either went to the military, went to rehab, or went to jail. that means the ones that are left are fucking survivors. so for as many changes in music and style and culture that you think you've been through in the last 50 years, they've been through the most. also, mental illness wasn't uh trendy back then so uh any kind of mental illness that they had they usually didn't get any treatment for it so they had to learn how to cope with it themselves medications weren't as delicate or as effective back then and that leaves you with some very fucking interesting people get yourself a gen x friend but they'll probably just tell you to fuck off just tell you",videos/6956219990320205062.mp4,0,ERROR,ERROR,ERROR
220245," hello, i am looking for a product called ""amoreohcocou"". it is also known as ""rmmoreofcocoakrok"" and has a price of $41.33. please provide me with more information. thank you.  wait, there's a boy.",videos/6920754704351907077.mp4,0,ERROR,ERROR,ERROR
220361, when you realize your weekend off coincides with your period.  you're gonna get what you give. but some things only god can forgive.,videos/6951458270938680581.mp4,0,ERROR,ERROR,ERROR
220477,check the comments <3 do you truly love him? please answer my question by checking the comments.  only love makes you that crazy sweetheart and that damn stupid you,videos/6976893324045077765.mp4,0,ERROR,ERROR,ERROR
220735,"hoping to reach the target audience        <3 how can we tackle sexism here? passionate. crazy and obsessive.  when everyone believes you what's that like i'm so sick of running as fast as i can wondering if i'd get there quicker if i was a man then i cause if i was a man, then i'd be the man",videos/7063214874217991470.mp4,1,ERROR,ERROR,ERROR
220308,"idk what’s wrong with my mask ) girls can do anything.  what's the point of being rich when you wake up alone? what's the point of going home when there ain't nobody there? fuck that, i grab my bike and phone home and...",videos/6938912815763721478.mp4,1,ERROR,ERROR,ERROR
220091,"отново за момичета. duetting now with nokia, clerg and 220to.  이 노래는 i just wanna kiss girls i just wanna kiss girls i just wanna kiss boys if you wanna i just wanna kiss girls i just wanna",videos/6857045906772987141.mp4,0,ERROR,ERROR,ERROR
220935,women hot_beverage  super quality copyright  text  lucifer is a powerful being.  women. laughter laughter,videos/7126458734926171393.mp4,1,ERROR,ERROR,ERROR
220526,"this is art and should not be taken down based off of guidelines on art matthew22montoya part 3 and final update - ""fuck a foot-cumming feet, yes, the ink on your oil tires asshole."" part 3 and final update - ""koolj b #8 8 aae21 7, fuck a foot-cumming feet, yes, the hk ksy oil tires asshole."" part 3 and final update - ""can't act, fuck - #yoj caa'-fuck a foot-cumming feet, yes, the hk ksy oil tires asshole."" part 3 and final update - ""jplyocaa' fuck a foot-cumming feet, yes, the fneky0n can act, oil bdjøb."" part 3 and final update - ""fuck a foot-cumming feet, yes, the fnek cmie faci, oil fodkjpb tits."" part 3 and final update - ""eoa fuol_ you ln2, jcan't fuck q, fuck a foot-cumming feet, yes, the fk oil fa tirs asshole."" part 3 and final update - ""fcol_ you ln, jelyocaa'-fuck a foot-cumming feet, yes, the fk uan oil, bak tits."" part 3 and final update - ""y0u faci, j l21, yojcaa'-fuck a foot-cumming feet, yes, the inkyou lun 5, vil, yoak tirs, ass hole."" part 3 and final update - ""jebyoj fuck a foot-cumming feet, yes, the ik oil, bokjøb tits."" part 3 and final update - ""can't ln, you faci, 8yoj caa'-fuck a fool-lan, yes, the ik oiln part bland final update."" part 3 and final update - ""yu kci, fakjpbcaa' fuck 0 1e5, the mek y oiln part 3 and final update."" part 3 and final update - ""jl fokyojcaa'-fuck a f, yes, the ikyon oily yok, om part 3 and final update."" part 3 and final update - ""faci, jpb, acis, oily yookj, om part 3 and final update."" part 3 and final update - ""the mek yox cm  alright, final update on this bitch right here. let's check it out. oh my god, man. i love these motherfuckers. this shit's great. but yeah, look at that right there. that's the one. yep.",videos/6989278502436605189.mp4,1,ERROR,ERROR,ERROR
220300,gym attire fire  four_leaf_clover  flexed_biceps_light_skin_tone  women should wear a top at the gym and not expect men to not stare. - brina  the gym half naked like not wearing a top and not cause you know that baby baby,videos/6935824164582378758.mp4,1,ERROR,ERROR,ERROR
220113," two jewels made me r@ ok 6 fs ond aift. they made me r@ at i i; 4 s on 8t sa motwo jewels. they made me r@ uit, sa adtwojewels. they made m@ ], 6@], and r@. limpia el texto anterior detectado eliminando repeticiones, dejando el texto, breve y esencial, muy limpio y completamente legible en inglés with all the information 

two jewels caused me to be r@ ok 6 fs ond aift. they also made me r@ at i i; 4 s on 8t sa motwo jewels. additionally, they caused me to be r@ uit, sa adtwojewels. they also made me r@ ], 6@], and r@.  how are drug addicts executed in saudi arabia? stoned. are you a woman who wants longer lashes? try showing a bit of ankle in public.",videos/6867548470442462469.mp4,1,ERROR,ERROR,ERROR
220996,"women joke - weight of women ""funza is a website that offers fun and entertainment. it can be accessed at fun24.net and has a variety of content for all ages. it is a great source for entertainment and is constantly updated with new and exciting material.""  why are married women heavier than single women? when single women come home they go to see what's in the fridge then go to bed. a married woman comes home, sees what's in bed then goes to the fridge.",videos/7143707810822475013.mp4,1,ERROR,ERROR,ERROR
220262,"with me trying to understand woman logic in bed. this is a bed. this is my ""husband."" he chose this spot. i decide to come in and lay here. he rolls over and says, ""oh my god! look at the space you have! you're taking up the bed!"" i get frustrated, but he already made his point. i try to explain, ""i'm sorry! you chose the spot!"" he suggests that i lay somewhere else. i try to understand, but it doesn't make sense. you can't argue with stupid.  this is a bed. this is my boyfriend. this is the spot he chose. i decide to come in and i lay here. he rolls over. oh my god! look at all this space you have! you're taking up the bed! blah, blah, blah. i'm sorry. you chose the spot. maybe if you laid here, i would lay here. but you can't argue with stupid.",videos/6925422011229408518.mp4,1,ERROR,ERROR,ERROR
220223,"roses pt 5  hyper masculinity (i’m disappointed so may redo) ""not gay, very clean and beautiful. remove excess and enjoy beauty.""  this is the fifth and final part of my roses self-portrait series where i've been investigating the gaze and gender expression in photography. this is hypermasculinity and it's banged out with fake cigs and leftover rose petals from my first shoot. i actually am really disappointed with how this shoot turns out so i may have to redo it tomorrow but you know here are the results i got from today why'd you only ever fall in love?",videos/6913226877406596354.mp4,0,ERROR,ERROR,ERROR
