id_EXIST,text,path_video,target,description,label,analysis
220015," xenowolf92 qukzoulo ttcttlsts) 000 40a 751q ctcttlsts) xenowolf92 aukeomiq tcttlts)1007 au4, !; la ttcttusts)4070 ma '+1u ttcttustf)40e 414, s' ccttusts)10 ""rtcttys+s 57.  this might be a bad time to bring up the fact that my sister is colorblind. what? i don't get it. what's the gray guy so upset about? but girls can't be colorblind! yeah? well, they say girls can ejaculate either. but guess what? yeah. wait, what? we gotta... what?",videos/6784981075325160710.mp4,1,"A person lip-syncs to an audio clip where one character expresses a sexist stereotype by questioning if a girl can be colorblind, and a female character responds by defiantly challenging another stereotype about women.",YES,"The video features a character uttering a sexist stereotype ('A girl can't be colorblind?'), which embodies prejudice based on gender. This sexist assumption is then challenged and implicitly criticized by another character's defiant retort about a different female stereotype, highlighting the absurdity of such gender-based limitations."
220594,stepmom just turned 27 wish her a happy bday  tired_face  happy birthday alinaj!  she french i'm a cock boy don't fuck with broke boys she know i'm a dope boy she say give me dope boy,videos/7013588345372544261.mp4,0,"A woman is shown smiling in a restaurant as a birthday dessert is presented, and later in a car, while a song plays with lyrics about a woman being 'soft as powder' and attracted to a 'dope boy'.",YES,"The accompanying song's lyrics embody sexism by portraying the woman through gender stereotypes (e.g., 'soft as powder,' her attraction to a 'dope boy' and aversion to 'broke boys') and from a male-centric, boastful perspective ('I woulda wife, girl'), which reinforces limiting views of women and a traditional power dynamic."
220572,"should i do a giveaway!? after surveying a few hundred thousand people on social media, pineapple girl compiled a list of the most-mentioned qualifications for the perfect bikini. it should have different tanning coverage options, be functional (swim-proof, mermaid-proof, sport-proof, life-proof), and flattering (no diaper-butt once it's wet, good tan lines, doesn't suffocate your curves). it should also have removable padding and no ties, and be affordable and eco-friendly.  what's up, fuckers? my name is emily. since the pandemic started, i have been on a mission to create the perfect swimsuit. i learned how to surf when i was five years old and since then i've pretty much worn bikinis for everything. like everything everything. but don't get me wrong, i'm also the kind of girl that loves to look like a queen when i tan. but like, i also like to play mermaid and i also like to skate and surf and throw the football and act like my favorite aquatic animals. and i've yet to find a bikini that stays on and looks cute while i do all of that. so i decided to make one myself. and after surveying a few hundred thousand people on social media, i compiled a list of the most mentioned qualifications that make a perfect bikini. they are as follows. the perfect bikini has different tanning coverage options, is functional, is flattering, has removable padding and no ties, is affordable, and is eco-friendly. after months of researching and designing, i created my first suit. stay tuned for part two because i am definitely putting it to the test.",videos/7006080390800657669.mp4,0,"A woman introduces herself and her quest to create the perfect bikini, detailing her active lifestyle (surfing, swimming, skateboarding) and the qualities she seeks in a swimsuit, culminating in her showing off her first design.",NO,"The video features a woman entrepreneur designing a product for women based on her active lifestyle and research. It does not marginalize, show prejudice, promote male superiority, or express misogynistic views; instead, it highlights female agency and product development."
220016,"give me attention... 'urielza. clean the previous detected text by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information.  my sexual orientation is attention. give me it.",videos/6789725881045683461.mp4,0,"A person in a blonde wig and dark makeup, wearing a skeleton-print top, looks at the camera and states, ""My sexual orientation is attention. Give me it.""",YES,"The video features a female-presenting individual declaring their 'sexual orientation is attention.' This statement leverages the gender stereotype that women are excessively attention-seeking; by presenting this trait as a core part of the character's identity without critique, the video embodies this stereotype, which is an element of sexism."
220441,mrjagger when my language teacher talks about feminism.  ¿la masculinidad te parece frágil? a mí me parece más fuerte que el hormigón armado.,videos/6969074020645997830.mp4,1,"The video shows a man reacting aggressively and destructively with the caption 'Me when the language teacher starts talking about feminism', while he shouts about masculinity being strong.",YES,"The video portrays an aggressive and dismissive reaction to feminism, framing it as an attack on masculinity. This can be interpreted as sexist as it violently opposes feminist discourse, which advocates for gender equality, and reinforces a stereotypical and dominant view of masculinity."
220833,"with  whats funny about rac1sm? text  in florida, florian checked in at the drop off location and received information about the drop off process. he then checked in with verizon at 1 33 am and checked his bag at the drop off location. the comments section had a discussion about a robbery that occurred between two passengers, with one mistaking the other for a 173 passenger. the police were called and the situation was resolved. florian and verizon continued to view the comments and updates about the situation.  what was funny about that video? what do y'all find so hilarious about romani people suffering? what is so funny about romani children scared for their lives? and the fact that none of y'all even know what's going on, but still have the audacity to repeat the same unfunny worn out jokes about how we're criminals and beggars. the only thing you prove with these comments is why y'all deserve to be stolen from. you know what's funny? when a white man takes for an undeserving to give to those in need, he's seen as a legendary hero. when roma do the same, we're the villains? that doesn't seem fair. it's especially disappointing to see other people of color join in on this. romani people are not the butt of your joke. the fact that y'all don't even see these children as humans but as criminals is exactly why these systemic issues persist. take a good hard look in the mirror.",videos/7098956543315430702.mp4,0,"The video criticizes the negative stereotypes and prejudice against Romani people, highlighting the double standards they face compared to other groups when engaging in similar actions.",NO,"The video focuses on ethnic prejudice and stereotyping against Romani people and does not contain any elements of sexism, such as marginalization or prejudice against women based on gender stereotypes, beliefs in male superiority, or misogynistic views."
220644,"we just can’t help it men's logic is often seen as complicated and confusing. it can be summed up as a tendency to overthink and rationalize situations, often leading to illogical conclusions. ",videos/7033460529666575622.mp4,0,"A shirtless man is shown putting a salt shaker in the refrigerator with the caption ""Men logic be like"".",YES,"The video uses a gender stereotype to suggest that men are illogical or prone to making silly mistakes, which is a form of prejudice against men based on gender."
220277,"what women think while dancing vs. what men think woman_dancing_light_skin_tone  bachata dancing woman vs men. damn, he's fine and he can dance too. stay focused on this 123123.  and he fine, and he can dance too. stay focus, you got this. 1, 2, 3. 1, 2, 3. 1, 1.",videos/6928920963400748294.mp4,0,"The video contrasts the internal thoughts of a woman and a man dancing Bachata, with the woman admiring the man's looks and dance skills, while the man focuses on counting steps and staying concentrated.",YES,"The video relies on and reinforces gender stereotypes by portraying the woman as being primarily focused on attraction and the man as being focused on the technical execution and concentration, under the generalizing title 'Bachata Dancing Woman Vs. Men.' This perpetuates prejudiced notions about differing male and female thought processes during an activity."
220407,"with  apply maxi-pad to ankle. doctor’s orders!! stitch this with the dumbest mansplaining experience; i'll start.  alright, this one's a twofer because he also found, so my mom took me to the doctor. the doctor was an older gentleman and he told me that i would be fine, but that i should be careful because as you know the ankle bone is connected to the leg bone and the leg bone is connected to the thigh bone and the thigh bone is connected to the hip bone and as he mentioned this he felt up my leg until he was finally nearly caressing me. i'll show you. like this! my mom immediately told him to stop touching me because he was being inappropriate. he then proceeded to ask me if i had started my period yet and how heavy my flow was. when my mom called him out yet again for being inappropriate, he justified this line of questioning by saying that if i had any maxi pads at home, i should put them on the outside of my ankle to help me heal more quickly.",videos/6963381436359412997.mp4,1,"A woman recounts an experience where a male doctor inappropriately touched her leg while explaining basic anatomy in a condescending manner and then asked intrusive questions about her period, suggesting she use maxi pads on her sprained ankle.",YES,"The video criticizes sexism by highlighting an instance of 'mansplaining' where the doctor condescendingly explains basic anatomy and then escalates to sexual harassment through inappropriate touching and intrusive personal questions, ultimately offering a ridiculous medical suggestion related to a feminine hygiene product. This illustrates a power imbalance and a dismissal of the patient's experience and bodily autonomy based on gender."
220562,"do you agree with this logic? mommy, what should i know about boys? men cheat because they are [beep], women cheat because they are [beep]. boys are [beep], girls are [beep]. mommy is busy. what do you think i should know about boys?  mommy, what should should know about boys?",videos/7001552024198221062.mp4,0,"An animated creepy girl asks her mother about boys, and the mother gives a cynical response stating that men cheat due to an inherent negative trait and women cheat because of this same trait in men.",YES,"The video embodies sexism because the mother's statement perpetuates a negative generalization about men and stereotypes women by stripping them of agency, suggesting their infidelity is solely a reaction to men's behavior rather than a result of their own choices or complexities."
220967,"and yes the uk uses it too obvi do any other queer people not care that straight people are using this slur in the song? is it just a common word for a smoke, or am i just a bogan aussie?  who is she? who is she? who is she? where did you find her? at the chip shop looking like a flag fucking on the manager's dick put a flag",videos/7135684779080453378.mp4,0,"A person lip-syncs to a song with derogatory lyrics about a woman, while on-screen text discusses the use of a different word in the song, questioning if it's acceptable as a common term for a cigarette.",YES,"The video features a song with explicitly misogynistic lyrics, such as referring to a woman as a 'slag' and describing her in a sexually demeaning way. By performing and platforming these lyrics, the video content embodies sexism."
220371,that sounds right! gameoftwins - the sight of a woman's cleavage reduces a man's ability to think clearly by 50%.  the sight of a woman's cleavage reduces a man's ability to think clearly by 50% per boob.,videos/6955233721289166086.mp4,1,A man in a kitchen reacts to a statement about women's cleavage affecting men's thinking ability by jokingly suggesting the effect is per breast.,YES,"The video embodies sexism by objectifying women, reducing them to their body parts (""boob""), and suggesting that their appearance is responsible for diminishing men's cognitive functions, which is a demeaning and stereotypical portrayal. The punchline ""per boob"" explicitly sexualizes and demeans women."
220884,guess this is           face_with_tears_of_joy  guess this is bronx zoo's viral gorilla. tizzybfunny.  let's try okay oh you know what you're doing hi hi!,videos/7114077855985716526.mp4,0,"A gorilla at the Bronx Zoo interacts with visitors through the glass, mimicking hand gestures, much to the delight of the crowd.",NO,"The video shows an interaction between a gorilla and zoo visitors. There are no elements of sexism, marginalization, prejudice, or misogyny present in the video content or the crowd's reaction."
220847,tiktok daw kame  green_heart  on3 abnij asnij c01& cesvcv asnlj hcoey 76612 'asnij {cmaniego26 'aanij icmaniego26 [abnij crhicmaniego26 eaanla =2 2 rhicmaniego26.  i don't wanna be a lonely fool all of the women,videos/7101566469359652122.mp4,0,"Two individuals, one woman and one man, are performing a choreographed dance routine on a sidewalk under an overpass.",NO,"The video features two people dancing together and does not contain any elements that marginalize, show prejudice against women, promote male superiority, or express misogynistic views."
220306,"you have to hear this story!  sleepy_face  ""clean the above detected text by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information.""  this alarm saved my daughter's life. my daughter was walking home from school and this man approached her and said that her school project looked really good and then he said can i take a look at it and my daughter knows better than to talk to strangers so she said no and then he grabbed her poster and he tried to take her with him and she reached into her pocket, got the alarm, pulled it out. my neighbor heard the alarm. she comes running out of her house, calls the police. the guy runs off. he gets caught later. i am so proud of her. this little alarm saved my baby's life. i cannot thank blair enough. go today and get one for your child or anyone in your family.",videos/6938861267746573573.mp4,1,"A woman recounts how a personal safety alarm, which she demonstrates, saved her daughter from an attempted abduction by a man while she was walking home from school.",YES,"The video criticizes sexism by narrating an instance of attempted gender-based violence (a man trying to abduct a girl) and highlighting the girl's successful self-defense. This implicitly critiques predatory male behavior, which can stem from misogynistic views or assertions of male superiority, by showcasing female agency and the foiling of such an attack."
220328," queen victoria and prince albert's royal love story captivated the nation. on their wedding night, victoria wrote in her diary that she had never felt such heavenly love and happiness before. their love only grew stronger as they ruled together, with victoria often referring to albert as her dearest and giving him the utmost love and affection. their love story continues to inspire and fascinate people to this day.  so we know they cousins. first cousins. i feel like y'all judging, but the current queen is also married to her cousin. moving on. victoria used to love writing about her sexcapades. this is the first night of marriage. you can pause it and read it. cliff notes, she said that thang was thingin' and she very much liked it here. contraceptives was not a thing back then. so she kept getting pregnant. she was the original person to say, fuck them kids. she ain't like nary one of her kids. and she didn't really like being pregnant either i forgot what she compared it to but basically she did not care about being a mom. all she cared about was bouncing around on albert's little thing. and i know what you're thinking. prince albert? the piercing? he definitely had it so albert actually passed away but we're not done so come back",videos/6941869151111662854.mp4,0,"A woman provides a gossipy historical commentary on Queen Victoria and Prince Albert, focusing on their intimate life, Victoria's alleged dislike for her children and pregnancy, and Prince Albert's rumored piercing.",YES,"The video arguably embodies sexism by reducing Queen Victoria, a powerful historical monarch, primarily to her sexual desires and relationship with Prince Albert, especially with the statement 'all she cared about was bouncing around on Albert's little thing,' which employs a gender stereotype."
220787,"but why though? i am happier and healthier than i ever have been ""a woman should never weigh over 200lbs"" - danielleburnett

""me weighing 230lbs and living my best life"" - danielleburnett  thank you.",videos/7085003283508776238.mp4,1,The video starts with a woman reacting to the statement 'women should never weigh over 200lbs' and then shows an animation of a dancing figure with the text 'me weighing 230lbs and living my best life:'.,YES,"The video criticizes a sexist societal beauty standard that dictates women's weight, challenging the notion that women should adhere to a specific weight limit to be acceptable or happy."
220237,"bloody machines face_with_tears_of_joy  dripping like a woman when i'm around.  love it when your machine is acting like a woman. like, they're all dripping. and i bet you they'll all be fine. a woman would say but i can guarantee you'll be some cunt that fucking won't have any oil on the fucking thing that actually is leaking. so like a woman, you just say, fuck ya, i'll talk to you tomorrow. see ya, bye.",videos/6919071890279533826.mp4,1,"A man in the video compares leaking machinery to a woman, using sexually suggestive and derogatory language, and states the machine is 'dripping like a woman when I'm around'.",YES,The video is sexist as it objectifies and sexualizes women by crudely comparing them to leaking machinery and using demeaning language. This perpetuates harmful gender stereotypes and misogynistic views.
