id_EXIST,text,path_video,target,description,label,analysis
220792,"with  when are they gonna learn  woman_shrugging_medium-dark_skin_tone  toxic women can cause lifelong damage to men due to maternal hindrances. #notallwomen  traumatizing damage from fucking toxic ass women. we need to normalize telling the fuck. you see, that's the issue with males these days. they just want to get on the internet and complain. complain about what women are doing. it's not all women. okay? why? if it's, if you keep drinking apple juice and you see that one isn't milk, then why wouldn't you go for the water gosh choose gosh. choose better women. dude, come on. you're better than this.",videos/7086729400976248106.mp4,1,"A man asserts that ""toxic women"" inflict lifelong damage on men, followed by a woman who dismisses his complaint, states ""#notallwomen,"" and advises men to ""choose better.""",YES,"The video includes a segment where a man makes a broad, negative generalization attributing lifelong damage to ""toxic women,"" which embodies prejudice against women. The subsequent response in the video, while offering a counterpoint, does not negate the presence of this initial prejudicial content."
220973," when the girl group next to you pulls out their vapes.  yo no soy enibia, soy tu bico chito, pero tengo todo lo que tiene delito, que me pongan en el sorbo",videos/7136630573975555333.mp4,0,"A woman at an outdoor restaurant seating area gives a subtle, judgmental look and sips her wine in reaction to the text overlay ""When the girl group next to you pulls out their vapes.""",YES,"The video arguably embodies sexism by specifically highlighting a ""girl group"" and portraying a judgmental reaction to their vaping, which can subtly reinforce gendered behavioral expectations or stereotypes about what is considered 'ladylike' or 'classy' behavior for women. The focus on their gender makes the judgment appear tied to their identity as young women, rather than solely being a critique of vaping in general."
220429,"as. he. should. aaron is protective over his sister. he stares at anyone who looks at her the wrong way. she plays the hero in his eyes. he even flips off anyone who bothers her.  you'll be in the middle of downtown vancouver and you're looking at a building that building is gonna have this thing on it instead. so you never felt like you were completely blind going into work. were't scared about the sex scene in oldboy or by the previsualization? i think oldboy is far more intimidating. things like that. yeah. okay, the last one is, how does it feel for a woman to play a character with such an iconic physique as a superhero in. oh, in avengers? yeah, in the next one. i mean, here you play a nurse. yeah. as a hero here, yeah. yeah. as a hero, yeah. yeah. it's pretty wild because my character, scarlet witch, hasn't been created by a human yet. it's been a cartoon.",videos/6967751530132802821.mp4,1,"The video shows Aaron Taylor-Johnson reacting strongly and negatively to an interviewer asking Elizabeth Olsen potentially objectifying questions about her roles, with captions framing his actions as protective.",YES,"The video criticizes sexism by positively framing Aaron Taylor-Johnson's aggressive dismissal of an interviewer's questions to Elizabeth Olsen that focus on her physical appearance in a superhero role and a past sex scene, thereby condemning such lines of questioning as inappropriate or sexist."
220119,name a number that most men exaggerate most men exaggerate the number one hundred. did she say 69? why do i host this show?  name a number that most men exaggerate. 100. 69?,videos/6869102268143127814.mp4,1,"A man dressed as a game show host asks contestants (played by the same man in different wigs) to name a number that most men exaggerate, leading to suggestive answers and exasperation from the host.",NO,"The video's humor is based on a stereotype about men exaggerating numbers, often with sexual connotations, and the contestants' suggestive answers. While a man plays female characters in wigs, which can be a caricature, the humor primarily targets the stereotype about men and the general awkwardness or crudeness of the answers in a game show parody, rather than embodying prejudice against women based on specific gender stereotypes."
220775,"with  phew 9uld163131 perrier. clean the previous text detected by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information.  gorgeous, gorgeous girls are having babies! good thing i'm fucking ugly then. smash.",videos/7080574494024142122.mp4,0,"The video juxtaposes a woman happily announcing her pregnancy with an audio saying ""gorgeous, gorgeous girls are having babies,"" with a second woman who sarcastically says, ""Good thing I'm fucking ugly then,"" followed by a filter placing different water bottle brands on her head.",YES,The video criticizes the sexist stereotype that equates a woman's worth or likelihood of having children with her physical attractiveness. The second woman's sarcastic comment directly challenges and subverts the notion presented by the audio in the first clip.
220105,"reply to  my player 1  red_heart  reply to frogs of chaos's comment  could you do shigaraki have problems?  i got you! i originally had this scenario planned out for another character but i'm gonna use this for my boy shigaraki, my player one. you're with the league of villains and of course you've been working very close to shigaraki. so close in fact that if you ever were to change your perfume, he would notice. he's actually very observant. today you decided to wear a flavor lip balm that toga gave you. she's always treating you to little things like that. after applying a fresh coat, you go to where shigaraki is and you start working. after a couple moments, shigaraki turns to you looking confused. what is it, shiggy? whatever you have on is way too sweet to be your perfume. what are you wearing? it's this new lip gloss toga got me. you wanna try it? it's flavored! okay. suddenly shigaraki leans in and kisses you, leaving you frazzled. as he pulls away from you he licks his lips noting how the flavor is too sweet for him but he thinks it's nice on you.",videos/6865472426835217670.mp4,0,"A woman narrates a fan-fiction scenario where the viewer (implied female) interacts with the male anime character Shigaraki, culminating in him unexpectedly kissing her to taste her flavored lip balm.",NO,"The video presents a fictional, romantic fan-service scenario. While it involves a male character initiating a sudden kiss, a common trope in romantic fiction, it's framed within a fantasy context requested by a fan and doesn't overtly marginalize women, promote harmful gender stereotypes as prescriptive, or espouse male superiority or misogyny; it's a piece of lighthearted genre entertainment."
220424, pinched_fingers_medium-light_skin_tone incredibile pinched_fingers_medium-light_skin_tone  to the michelangelo buonarroti. ,videos/6967064079147994373.mp4,0,"The video is an art history explainer focusing on the anatomical accuracy of Michelangelo's sculpture of Moses, specifically highlighting the depiction of the musculus extensor digiti minimi.",NO,"The video's content is purely educational, focusing on art history and human anatomy as depicted by Michelangelo. It does not contain any elements of sexism, prejudice against women, or promotion of male superiority."
220178," stepmom, what happened? she just got hit by a car. karma's a bitch, huh? that's her, the one who ran over mell.  that pussy might amaze me, woah that's my best friend, that's my best friend",videos/6898460803238776065.mp4,0,"A young woman reacts with dark humor to her stepmother's distress after an alleged car accident, with an internal monologue using a gendered slur and a comedic reveal implying she was responsible.",YES,"The video arguably embodies misogynistic views through the protagonist's internal thought 'karmas a b!tch,' which employs a gendered slur in response to another woman's suffering. While part of an idiom and intended for dark humor, the casual and uncritical use of this term can contribute to normalizing misogynistic language."
220861,"let s go girls 1451 j 6

1451 j 6  let's go girls come on i'm going out tonight i'm feeling all right gonna let it all hang out yeah screaming shout no inhibitions mango conditions get it all out i only want to have a good time. is oh, they're totally crazy.",videos/7105308354762870021.mp4,0,"A woman with short, light-colored hair and several piercings applies makeup, including foundation and eyeshadow, while lip-syncing to an upbeat song with lyrics about going out and having fun.",NO,"The video shows a woman applying makeup and lip-syncing. There is no content that criticizes or marginalizes women, promotes gender stereotypes, suggests male superiority, or expresses misogynistic views."
220513," ashleigh was trying to keep a distance from someone who was following her and her friends. this made her feel unsafe and uncomfortable. this is a common experience for women who often have to be on guard when walking alone.  so my mom and i are walking in downtown san diego and this guy is walking toward us and he starts to slow down as he walks past us and he's checking us out intensely and as soon as we passed him he stopped walking and i immediately had my hazard, like, beware, like, feelings strike up in my body. and as soon as we crossed one street he started following us and we were like okay let's cross the other side of the street to go on the opposite side and then he was about to slow down and he was behind us and our walk signal started going and we started walking across the street and he started following us and i turned around and i screamed at him, do not follow us. so he stayed on the other side but proceeded to keep following us at a further distance. we pulled into a restaurant just to get away from him, but it was fucking terrifying. stop following women on the streets, guys. it's terrible.",videos/6984935999163960582.mp4,1,"A woman recounts an experience of being followed by a man on the street, expressing her fear and concluding that this is why women don't feel safe from men.",YES,"The video criticizes a specific male behavior (following women) that instills fear and highlights a broader issue of women's safety in public spaces due to such actions, which can be interpreted as a critique of behaviors stemming from or contributing to a sexist environment where women are made to feel vulnerable."
