id_EXIST,text,path_video,target,description,label,analysis
220898,what do u think she told me at the end? women can't lead. they will always be outsmarted and outmuscled by men.  women can't lead. women can't win! they will always be outsmarted and outmuscled. you were wrong there is something more dangerous in this world than a humiliated man. a nasty woman.,videos/7118380022066334978.mp4,1,"A man tells a woman that women can't lead, can't win, and will always be outsmarted and outmuscled, to which she replies that a 'nasty woman' is more dangerous than a humiliated man.",YES,"The video features a man making overtly sexist statements, asserting male superiority and demeaning women's capabilities based on gender stereotypes. The dialogue promotes beliefs in male superiority and prejudice against women."
220963," clean the above text by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information.  won't you be my plug, ayy? you could be the one, ayy can start with a handshake, baby i'ma need more than a hug girls can't have say they want it girls can't never say how, say how",videos/7135308751090847022.mp4,0,"A woman with grey braided hair looks seriously at the camera with a starry visual effect, while a song snippet plays the lyrics ""Girls can never say they want it, girls can never say yeah.""",YES,"The video features lyrics that explicitly state a gender stereotype about women supposedly being unable or not allowed to express their desires. By presenting this stereotype, which is a form of prejudice against women, the video's content directly engages with sexism, potentially as a critique or commentary on such restrictive societal expectations."
220796," when girls go to picnics, they have a great time. but when guys go to picnics, they also have a great time.  when girls go to picnics. picture, picture. i like makeup. when guys go to picnics. food. my balls itch.",videos/7087788763094600962.mp4,1,"The video contrasts stereotypical behaviors of girls and guys at picnics, with girls focusing on photos and makeup, and guys focusing on food and making crude comments.",YES,"The video embodies sexism by relying on and reinforcing gender stereotypes, portraying girls as primarily interested in aesthetics and taking pictures, while guys are depicted as focused solely on food and making crude remarks."
220672,"most men don’t like women. ""being a man"" is defined by not being like a woman. this concept is based on the gender binary, which is why i am speaking in binary terms.  the most eye-opening thing i ever learned about men was from my college human sexuality class where the professor told us that men don't actually like women. not all men. sure, but hang in. he said that the way that our society socializes boys to quote become men is not to tell them how to be men it's just to teach them how to not be women don don't cry, be a man. don't be a pussy, be a man. don't be weak, be a man. don't be sensitive, be a man. don't like those things. those are girl things. and the tool we use to do that kind of socializing, to steer them away from feminine things, is shame. and you just can't go your whole life being told that the worst thing you could do is be like a woman and expect to actually like women at the end of that. but they are also taught that their sexual attractiveness to women and their ability to get women is a status symbol in front of other men. so they will sexually pursue women, but they don't actually like them as people. this is how patriarchal masculinity socializes men and why shame, violence, and disgust are so intricately linked. intricately",videos/7041591385127963951.mp4,1,"A woman explains a theory from her college human sexuality class, suggesting that men are socialized to define their masculinity by *not* being like women, which can lead to them not genuinely liking women as people, even if they pursue them sexually for status.",YES,The video critiques sexism by explaining how patriarchal socialization can lead men to devalue women and femininity. It highlights how societal pressures to 'be a man' by rejecting anything associated with women can result in a form of misogyny where women are seen as objects for status rather than individuals to be liked or respected.
220312,"proud of adelaide today  white_heart  caitlinnrowe is cool, but not ife. cool boys don't make excuses for sexual assault. nothing can excuse this behavior.  take my people with me",videos/6939789003738729729.mp4,1,"The video shows a street protest with people marching and holding signs condemning sexual assault, misogyny, and advocating for bodily autonomy.",YES,"The video criticizes sexism through the visible protest signs, which explicitly call out misogyny (e.g., 'Canberra Centre of Misogyny'), objectification ('my body NOT yours'), and sexual assault ('Nothing excuses sexual assault'), thereby challenging gender-based prejudice and advocating for women's rights."
220460,"i stand with my sisters  raised_fist_medium_skin_tone  in mexico, there has been a femicide and last year 939 women were killed.  stranger amen.",videos/6972658499599764741.mp4,1,"The video transitions from a peaceful neighborhood scene to clips of protests and memorials related to femicide in Mexico, highlighting the issue of violence against women.",YES,"The video criticizes sexism by exposing the severe consequences of gender-based violence, specifically femicide, and documenting the protests against it."
220255,"i don’t like my step mom at all. dad  can i play zookeoma? i've been on the game for 3 hours. 
step mom  he's not your dad and it's my game. 
me  let her play. 
twin brother  don't talk to her like that. 
step sister  let her play. 
dad  let her play. 
step mom  who do you think you are? 
me  i bought this game myself and i want to play alone. 
twin brother  please, let her play. 
step sister  let her play. 
step mom  you're grounded. 
me  i don't care. 
twin brother  i don't care. 
step mom  i'm coming to take your ps4. 
me  if you come in my room, i'll slap you. 
twin brother  if you come in my room, i'll slap you. 
dog dad  if you come in my room, i'll dog slap you.  can i get on the game? zukioma been on the game for three hours first of all has not your dad and second of all it's my game let her play wait who do you think you are don't talk to her like that and let her play? now i see why mom left you. damn. i said let her play no i bought this myself and i'm going to play by myself pulls pulls pulls stepbrother no z coma can i play our cue yeah you're ground. idrc. i'm coming to take your ps4rn. if you come in my room im going to dog slap you.",videos/6923864192139152645.mp4,0,"The video depicts a family argument where a male character (""Me"") playing a video game refuses to let his step-sister play, defies his father and step-mother, and ultimately threatens his step-mother with a violent, demeaning act.",YES,"The video embodies sexism through the male protagonist's aggressive and misogynistic threat to ""dog slap"" his step-mother, a violent and demeaning statement aimed at intimidating and asserting dominance over a female authority figure. This portrayal of threatening behavior towards a woman, presented without critique, constitutes an embodiment of sexism."
220403," text  satisfying mix.  and i was running far away would i run off the world someday nobody knows nobody knows i was dancing in the rain. i felt alive and i can't complain. but no, take me home. take me home.",videos/6962741858590100741.mp4,0,"A wooden spoon is used to scoop honey from a honeycomb, with several bees present on the comb.",NO,"The video depicts a neutral activity of honey collection and does not contain any content related to gender, sexism, or misogyny."
220944,"believe it or not, they are bestfriends  face_with_tears_of_joy  when your husband deals with your 10-year-old sister.  yeah yeah! yeah! yeah! yeah! yeah!",videos/7128073972721126702.mp4,0,"A man in a car reacts with a stoic expression while a young girl outside the window repeatedly makes loud, playful noises at him, with on-screen text reading 'When your husband has to deal with your 10 year old sister'.",NO,"The video depicts a humorous, relatable family interaction and does not embody sexism; it does not marginalize individuals, rely on negative gender stereotypes, promote male superiority, or express misogynistic views. The humor is derived from the situation itself rather than any gender-based prejudice."
220248,idk why it was saying that but oh well woman_shrugging_light_skin_tone prt1 stories  my brother asked my dad and step mom to take us to the mall. my brother's step sister also asked. my brother said that the step sister's dad is not their dad. the step sister's dad said that he is their dad and to take her. my brother said he can't because he's at work. the step sister's dad said he is their dad and to take her. the step sister's dad told my brother to pack his stuff and leave. my brother told the step sister to pack her stuff and leave. the step sister's dad said that he is their dad and to take her. my brother told the step sister that their dad said it right now. the step sister's dad got mad and told her not to talk to him like that. my brother called the step sister a stupid looking ass hoe and said that their dad left her because he was tired of her. the step sister's dad told her not to talk to him like that and called her a stupid blonde ass bitch. he said that she's not wanted by anyone and that's why her boyfriend cheated on her. my brother cried and told the step sister that she's his sister.  dad can you take me to the mall? he's not your dad bitch. yes he is. no the fuck he is. take her babe. i can't i'm at work i said rn don't talk to my dad like that stupid looking asshole 99 cents store cheap broke ass bitch gorilla looking asshole gold digger. tell em sis. pack your stuff and leave no now it's my house ho shut up stupid bitch oh hell nitrogen monoxide you shut the fuck stupid blown the ass bitch that why your dad left yo ass bc he was tired of your damass nobody like your stinking nitrogen monoxide cleaning ass after you shit nitrogen monoxide. guys will want you fat ass. that's why kay cheated on you with my cousin damas nitrogen monoxide boyfriend looking as gorilla that's my sister tur,videos/6921959901178678534.mp4,0,"The video depicts a fictional text message conversation within a blended family, where members exchange insults, with a particular focus on derogatory terms aimed at the step-sister and step-mother.",YES,"The video embodies sexism through the use of gendered slurs such as 'bitch,' 'hoe,' and 'gold digger' directed at female characters, and by representing the step-mother with a poop emoji, reflecting misogynistic views and prejudice."
