id_EXIST,text,path_video,target,description,label,analysis
220359,"i feel like i’m doing long division. girls on wash, i have dirty hair and need to wash it. but i don't want to wash it now and ruin my hair with my workout later. i could blow dry it, but that takes too long and i have too much hair. it's also annoying and makes my arm hurt. maybe i'll just not work out today and wash my hair for clean hair tomorrow. but i can hardly do a single workout, so maybe i'll just do a double tomorrow.  okay, i have dirty hair, so i need to wash my hair. i need to wash my hair, but i don't want to wash my hair now and then ruin my dirty hair with my workout later. or do i work out now and then wash my hair but i don't want to go to sleep with wet hair oh but i could blow dry it no but that takes too long i have too much hair and it's also annoying it makes makes my arm hurt. okay. or do i just not work out today? wash my hair, have clean hair, do a double tomorrow, but i'm not going to do a double tomorrow. i can hardly do singles. so what i could do is...",videos/6951054181834706182.mp4,0,A woman humorously describes the internal conflict of deciding when to wash her hair around her workout schedule.,NO,"The video portrays a common, relatable dilemma about hair care and exercise routines, which is often experienced by people with longer hair. The humor is derived from the relatable internal debate, not from perpetuating harmful gender stereotypes or expressing misogynistic views."
220416,"y’all this kid  woman_facepalming_medium-light_skin_tone  bug24 key | q9aj. clean the previous detected text by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information   it's beautiful out here. ow, cole! god damn it! ouch! little shit, you shoved that up my butt.",videos/6965586164887702790.mp4,0,"The video shows people at a beach, and a child playfully pokes an adult with a toy shark, eliciting a jokingly annoyed reaction from the adult.",NO,"The video content does not exhibit any marginalization, prejudice against women, beliefs in male superiority, or misogynistic views. The interaction is a playful, albeit crude, moment between an adult and a child at the beach."
220159,"back at it again rolling_on_the_floor_laughing . emanuel  emanuel j. emanuel j. emanuel j. emanuel.  i'm not your bestie, not your sis, i'm not the one, i am that bitch, it's low for these hoes i got them mad, they so dramatic, want my spot, but they can't have it, just smoke for free though",videos/6892168391939886342.mp4,0,"A young couple, both wearing black face masks, lip-sync to a song with assertive lyrics performed primarily by the woman in the foreground, while the man behind her also participates.",YES,"The video embodies sexism as the lip-synced song lyrics use the derogatory term ""hoes"" to refer to women, which constitutes prejudice against women and reflects misogynistic views. This use of a gendered slur, even when performed by a woman, perpetuates harmful stereotypes."
220348,"this is called oppression. when u font have ur basic rights in following ur beliefs. donningmybokitta is a 15 year old hijabi living in france.  yesterday the french senate voted to make it illegal for muslims under eighteen to wear the hijab they are trying to ban the wear of the hijab at universities and higher education mothers who wear hijabs will not be allowed to accompany their children on school trips muslim patients cannot request doctors based on gender for religious reasons from july the halal slaughter of chicken will be illegal. and lastly, a paris force local halal meat stores to sell alcohol and pork. islam is not the oppressor, the french government is.",videos/6947214524235713794.mp4,0,"The video shows a woman putting on a hijab and other head coverings while a voiceover describes new French laws restricting Islamic practices, such as banning hijabs for minors and in universities, which the video argues is oppressive.",YES,"The video criticizes governmental policies that specifically target and restrict the choices and religious expression of Muslim women (e.g., wearing the hijab), thereby marginalizing them and infringing upon their autonomy. This criticism highlights actions that have a disproportionately negative impact on women based on their religious and gender identity."
220543,"woman woman_dancing_medium-light_skin_tone  sparkles  double_exclamation_mark dancetutorialslow snail ! dc  15 seconds, 2x jig chest chest tap flick 3x/ flick jig arm swing throw it aptap scoop.  you see you can't reciprocate i got delicious taste just so so when you hear me let me be your woman woman, woman, woman",videos/6993270591373528325.mp4,0,"A male dancer performs a choreographed routine to a snippet of Doja Cat's song ""Woman,"" with on-screen text indicating the dance moves.",NO,"The video features a dance to a song snippet whose lyrics touch upon some traditional female roles and desirability; however, it does not embody prejudice against women based on gender stereotypes, promote male superiority, or express misogynistic views, nor does it criticize sexism. The performance is a dance trend and doesn't inherently carry a sexist message by the given definitions."
220224,"find a pregnant lady and hold her belly 'daddynewb, if you want to help a pregnant lady, gently lift her belly up. you'll hold around 10-15 pounds. when she's ready, gently lower her belly back down. i know it can be frustrating, but just remember the weight she's carrying.  so if you want to do a favor for that pregnant lady, you're going to want to gently lift her belly up. you're going to hold maybe 10, 15 pounds. and then when she's ready, you're going to gently lower it back down. but ladies, when you feel that way, you're going to get pissed.",videos/6913316057935514885.mp4,0,"A man demonstrates a technique to alleviate a pregnant woman's discomfort by lifting her belly, then suggests that ""ladies"" will ""get pissed"" when they feel the weight return.",YES,"The video embodies sexism by generalizing and stereotyping pregnant women's emotional response to discomfort as anger (""gonna get pissed""), reinforcing a trope about heightened female irritability during pregnancy."
220141,"would you “punctuate” the same way as the man or woman?!  woman_shrugging  grinning_squinting_face  ritter  ""a woman without her man is nothing.""  an english professor wrote the words, a woman without her man is nothing. then he asked his students to punctuate the words properly. here's how the men did. here's how the women did. moral of the story, punctuation is powerful.",videos/6881378887452970242.mp4,0,"A woman recounts a story about an English professor who asked students to punctuate the phrase 'A woman without her man is nothing,' with male and female students providing contrasting interpretations based on punctuation.",YES,"The video criticizes sexism by highlighting a common gender stereotype ('A woman without her man is nothing') and then demonstrating how a simple change in punctuation, as suggested by female students, can completely subvert this stereotype to empower women, thereby challenging the original sexist premise and the male students' interpretation that upholds it."
220260," when you remind your dad to serve himself, you're telling him to handle his own food.  ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",videos/6924799416117267718.mp4,1,"A person dramatically cries and feigns distress with the caption, 'When you tell your Dad that he should Serve himself his own food,' humorously depicting an exaggerated reaction to this suggestion.",YES,"The video criticizes sexism by satirizing the traditional gender stereotype that women or daughters are obligated to serve food to men (in this case, their fathers). The exaggerated tantrum highlights the absurdity of a father expecting to be served rather than getting his own food, thereby challenging this outdated gender role."
220717,"with  just when i think these can’t get better, y’all give me this  folded_hands_medium-light_skin_tone  audacity island her podcast  someone said you should humble yourself, mr. deshon. your guest, dr. dachcieonr, is a humble woman.  all right, sweetness, you're up next, but don't interrupt. you know what women don't be doing? thanks for having me on the show. what i'm just saying is there's no reason why women aren't funny. i'm a science guy, right? i'm a data guy. love excel spreadsheets. save for the bitches in the back. save for the hard-to-hear-in bitches.",videos/7057578862066093358.mp4,1,"A split-screen video features a person on the left reacting to a podcast on the right where a male speaker claims there's an 'evolutionary reason why women aren't funny,' interrupting a female guest.",YES,"The podcast segment presented in the video explicitly promotes a sexist stereotype by asserting that women are inherently not funny due to 'evolutionary reasons,' which marginalizes women based on gender stereotypes and implies male superiority in humor. The reaction part of the video appears to satirically highlight and thus criticize this sexist statement."
220958,"ohhh that’s why. realizing he likes side bitches because his mother was one.  i have a theory on it. i have a hypothesis and a theory and we are speaking about it today, bitch. okay.",videos/7134215563517201707.mp4,1,A woman in a car discusses her theory that men like 'side bitches' because their mothers were also 'side bitches'.,YES,"The video is sexist as it uses derogatory language ('side bitches') to refer to women, objectifying them and perpetuating harmful stereotypes about women's roles and influence on men's behavior. The statement itself is a misogynistic generalization."
