id_EXIST,text,path_video,target,description,label,analysis
220970,"do you know a person who does this? women applying chapstick.  do do ba-do-ba-do, ba-do-ba-do, ba-do-do-do.",videos/7136247689565523201.mp4,0,"The video humorously contrasts a woman's depiction of how 'women applying chapstick' (gently and carefully) with how 'men applying chapstick' (aggressively and clumsily, almost eating it).",NO,"While the video employs gender stereotypes for comedic effect by showing different approaches to applying chapstick, the portrayal of women as careful is not inherently prejudicial against them, nor does the video promote male superiority or contain misogynistic views. The humor primarily stems from the exaggerated and absurd depiction of men's application."
220394,"i haven't seen anyone do this one  skull  everyone makes edits. bitches be like ""i make edits"". everyone makes edits. bitches be like ""omg jack manifold is so hot"". i make edits. everyone makes edits. bitches be like ""omg jack manifold is so hot"". i make edits. and this is jack  ""hi everyone, i make edits"". everyone makes edits.  bitches be like, oh my god, crolo so hard and then this is crolo. say subs but without the b. suss.",videos/6961510133570522374.mp4,0,"The video uses a meme format starting with 'BITCHES BE LIKE' to comment on women finding a streamer named Jack Manifold attractive, followed by a clip of the streamer.",YES,The video embodies sexism through its use of the derogatory term 'bitches' to refer to women and by employing a meme format that stereotypes and belittles women based on their perceived behavior or expressions of attraction.
220152,"the end  pleading_face  sneezing_face  surprising my husband with baby crocs! these are the most special crocs i've ever owned. can't wait to see your little feet in them and start your croc collection.  so you guys know my husband loves crocs and since we're having a little baby i bought these baby crocs. i bought him dad gibbets and i'm going to surprise him with that and put the little baby crocs inside to get his reaction. let's see how it goes. i got you a surprise. a surprise? yes. here you go. no you didn't. yeah. these are the most special crocs i've ever owned now. look inside. no, you didn't. yes. no, you didn't. look inside. how sweet are those? i can't wait to see you little feet and knees and start your croc collection. oh my gosh, oh my gosh.",videos/6889543947102801157.mp4,0,"A woman surprises her husband, who loves Crocs, with a pair of baby Crocs for their upcoming baby, placing them inside his own Crocs which she decorated with ""DAD"" Jibbitz, eliciting an emotional and happy reaction from him.",NO,"The video depicts a heartwarming moment between a couple and does not contain any elements of sexism, such as marginalization, prejudice against women, beliefs in male superiority, or misogynistic views."
220156,"oh that kind of compliment.. i see received a compliment today  ""you're pretty smart for a girl.""  rainbows after rain, the sun will always come again and it's a circle, circle lane, around again it comes around but you gotta keep your head up, oh",videos/6890604308119817473.mp4,1,"A person recounts receiving a backhanded compliment: ""You're pretty smart... for a girl.""",YES,"The video criticizes sexism by highlighting a microaggression that implies intelligence is unusual for women, thus reinforcing a harmful gender stereotype."
220097,"don’t disrespect the   face_with_tears_of_joy  when your kid tells you to ""shut up, you are not my mom"" just to record your reaction, you were about to get that booty popped.  are you being for real right now yes what'd you tell her to do okay he videoed it! he videoed it!",videos/6862694704379661573.mp4,0,"A woman prompts her child to tell her ""shut up, you are not my mom"" to film the father's reaction, who then threatens to spank the child for the disrespect shown to his partner.",NO,"The video does not embody sexism as the father's reaction is to defend his female partner from disrespect and uphold her authority, rather than marginalizing her or asserting male superiority in a way that demeans women. The threatened discipline is directed at the child for disrespecting the woman."
220487,"reply to  still gonna rock all of these, would just appreciate a little more coverage as a personal preference. reply to brennabjorndalen's comment requesting for the suits mentioned. please post the $31 ua suits.  since a lot of you guys asked for this and they were all women and i greatly appreciate that, i am going to show you a couple of them, what i was talking about. so i went a little crazy on shine, which thank you so much for correcting me. all of those in the comments, it's pronounced shine, not she-in. anyways, okay, let me show you what i'm talking about. sorry about my voice. i don't know what the fuck happened. first up, love this top. so cute, nice little v, adorable. then you come down here. these are supposed to be up here. so you're exposing like all of this part of your body, which is new for me. definitely have to shave here. and what's that? what's that? that's my ass from the front. so that's cool. it looks like an extra set of pussy lips. awesome. then you come back here and my whole ass is exposed. whole i feel like if i bend over like i should have bleached my asshole not on my to-do list by the way and then here's one more sorry i'm running out of time story of my my life. okay, so i appreciate the coverage. i really like this look, right? and then you come back here. oh, there's my whole fucking ass again. cool. cool.",videos/6979219805903621382.mp4,0,"A woman tries on two different bikinis, humorously complaining about the revealing cuts and how much skin they expose, particularly in the crotch and buttock areas.",NO,"The video features a woman expressing her personal discomfort and opinions about revealing bikini styles through humor. It does not contain any elements of marginalization, prejudice against women based on gender stereotypes, beliefs in male superiority, or misogynistic views, nor does it criticize sexism."
220330," being a woman is not easy, but you're wrong. protect women.  you probably think this world is a dream come true but you're wrong thank you.",videos/6941946004417547526.mp4,1,"The video juxtaposes text stating ""You probably think being a woman is easy... But you're wrong"" with clips showing women in vulnerable situations, including being physically accosted or aggressively handled by men.",YES,"The video criticizes sexism by highlighting the dangers, threats, and lack of safety that women often experience, directly challenging the dismissive notion that being a woman is easy. It underscores the serious issues women face, which are frequently rooted in gender-based prejudice and vulnerability."
220440," clean the previous detected text by removing repetitions, leaving the text brief and essential, very clean and completely readable in english with all the information.  is i'm out.",videos/6968948923050249477.mp4,0,"This video is a montage of animated clips, predominantly featuring the character Honey Lemon from ""Big Hero 6"" in a lab and a brief scene with a young girl from ""Despicable Me,"" set to music.",NO,"The video does not embody sexism; it showcases female characters, including a competent scientist, without apparent marginalization, prejudice based on gender stereotypes, or promotion of male superiority. The portrayal is generally positive or neutral, appearing as a character appreciation edit rather than a piece embodying or criticizing sexism."
220786,"love a supportive husband  red_heart  women be like. you can't depend on no man.  women be like, you can't depend on no man. no, sis, you can't depend on your man. mine always come through.",videos/7084692175405190446.mp4,1,"A woman in a car holds a drink, with text overlay initially reading ""Women be like... You can't depend on no man,"" which then changes to ""No sis... You can't depend on your man. Mine ALWAYS comes through.""",YES,"The video embodies sexism by starting with the phrase ""Women be like..."", which introduces a gender stereotype about women's statements regarding independence and reliance on men. The humor relies on this generalization, thereby perpetuating a stereotype about what women typically say or believe."
220774," text  uikuo < ""n bac uuo < aro) < ietvegir oac ro) k backup uauo< aiko) < spiegi 'iko) oppie ' ' ' 'tist)< oiegin j < epieg 'intox uiegn < ' 7 < eg < oiegin 1wiuo< i pieguwisu)< piegiwiuo< oiegir < piegu""tixo? hoiegir 1 ) apieg < appie < ippie ' < iippie 1 ~mios ippie 1 anippi hippizgtrn 'lk) ohippiegirlltg 'u) chippi 'ck ) ppie 1 [) ohippi enaie [) , opieg 1 ) v ie ) v oetohelotataiig ) < 5 () < e ) . hy^ ) s ' 'k)   shi )   ' s ) . 1 ' ) "" - [ ) . sh ) < [) < ' [) < cd ""ed ( ' -) sshyl| 7[2) < hy , ' ) < ) ) < n ; (2) aetohatahoa ) s leeharhotaloig ) sh , in) < 1 !) < "" ]) < "" '() < sy '(2) < eteheahotatoiio `() < 1 '(2) < ( '() < ae.

cleaned text  uikuo < ""n bac uuo < aro) < ietvegir oac ro) k backup uauo< aiko) < spiegi 'iko) oppie ' ' ' 'tist)< oiegin j < epieg 'intox uiegn < ' 7 < eg < oiegin 1wiuo< i pieguwisu)< piegiwiuo< oiegir < piegu""tixo? hoiegir 1 ) apieg < appie < ippie ' < iippie 1 ~mios ippie 1 anippi hippizgtrn 'lk) ohippiegirlltg 'u) chippi 'ck ) ppie 1 [) ohippi enaie [) , opieg 1 ) v ie ) v  dear men, most women don't want the white knights with their shiny swords anymore. we've heard the i'll save you speech so many times, we know the script by heart, and we also know that once that white knight gets a look at our demons he's gonna realize that there is an actual fight ahead and he's gonna run the other way because he is ill-equipped most of us women have learned to fight our demons on our own so what we really want we we want that dark knight. the one that's battle worn, covered in scars, armor dented. the one that gets a little glimmer in his eye, the same as we do when we look at each other's demons. because we've that no matter how hard, no matter how tiresome, and no matter how long the fight ahead is, the reward at the end of all of that is something pretty incredible.",videos/7080567275857677611.mp4,0,"A woman in black and white speaks about women no longer wanting 'white knight' saviors, but instead desiring 'dark knights' who are battle-worn and understand their struggles, implying a preference for partners who see them as equals in facing life's 'demons'.",YES,"The video criticizes the 'white knight' archetype, a behavior often rooted in benevolent sexism which presumes women need saving and are incapable of handling their own struggles. By rejecting this and advocating for a partner who acknowledges a woman's strength and shared experience of hardship, it implicitly critiques a sexist dynamic where women are infantilized or seen as inherently weaker."
